name	born	died	url
Philipp Friedrich Böddecker	1607	1683	https://en.wikipedia.org/wiki/Philipp_Friedrich_B%C3%B6ddecker
Erhard Bodenschatz	1576	1636	https://en.wikipedia.org/wiki/Erhard_Bodenschatz
Josina Anna Petronella van Boetzelaer	1733	1787	https://en.wikipedia.org/wiki/Josina_van_Aerssen
Joseph Bodin de Boismortier	1689	1775	https://en.wikipedia.org/wiki/Joseph_Bodin_de_Boismortier
Sebastian Bodinus	1700	1759	https://en.wikipedia.org/wiki/Sebastian_Bodinus
August de Boeck	1865	1937	https://en.wikipedia.org/wiki/August_de_Boeck
Ernst Boehe	1880	1938	https://en.wikipedia.org/w/index.php?title=Ernst_Boehe&action=edit&redlink=1
Léon Boëllmann	1862	1897	https://en.wikipedia.org/wiki/L%C3%A9on_Bo%C3%ABllmann
Alexandre Pierre François Boëly	1785	1858	https://en.wikipedia.org/wiki/Alexandre_Pierre_Fran%C3%A7ois_Bo%C3%ABly
Antoine Boësset	1586	1643	https://en.wikipedia.org/wiki/Antoine_Bo%C3%ABsset
Jean	1614	1685	https://en.wikipedia.org/wiki/Jean-Baptiste_Bo%C3%ABsset
Nikita Bogoslovsky	1913	2004	https://en.wikipedia.org/wiki/Nikita_Bogoslovsky
Georg Böhm	1661	1733	https://en.wikipedia.org/wiki/Georg_B%C3%B6hm
Theobald Böhm	1794	1881	https://en.wikipedia.org/wiki/Theobald_Boehm
Oskar Böhme	1870	1938	https://en.wikipedia.org/wiki/Oskar_B%C3%B6hme
Emil Bohnke	1888	1928	https://en.wikipedia.org/wiki/Emil_Bohnke
Francois	1775	1834	https://en.wikipedia.org/wiki/Francois-Adrien_Boieldieu
Rob du Bois	1934	2013	https://en.wikipedia.org/wiki/Rob_du_Bois
Arrigo Boito	1842	1918	https://en.wikipedia.org/wiki/Arrigo_Boito
Anne Boleyn	1507	1536	https://en.wikipedia.org/wiki/Anne_Boleyn
Bartolomeo da Bologna	1405	1427	https://en.wikipedia.org/wiki/Bartolomeo_da_Bologna
Joseph Bologne	1745	1799	https://en.wikipedia.org/wiki/Chevalier_de_Saint-Georges
Ginés de Boluda	1545	1604	https://en.wikipedia.org/wiki/Gin%C3%A9s_de_Boluda
João Domingos Bomtempo	1775	1842	https://en.wikipedia.org/wiki/Jo%C3%A3o_Domingos_Bomtempo
Anna Bon	1739	1767	https://en.wikipedia.org/wiki/Anna_Bon
Ferdinando Bonazzi	1764	1845	https://en.wikipedia.org/w/index.php?title=Ferdinando_Bonazzi_(musician)&action=edit&redlink=1
Capel Bond	1730	1790	https://en.wikipedia.org/wiki/Capel_Bond
Carrie Bond	1862	1946	https://en.wikipedia.org/wiki/Carrie_Bond
Emmanuel Bondeville	1898	1987	https://en.wikipedia.org/wiki/Emmanuel_Bondeville
Margaret Allison Bonds	1913	1972	https://en.wikipedia.org/wiki/Margaret_Allison_Bonds
Luiz Bonfá	1922	2001	https://en.wikipedia.org/wiki/Luiz_Bonf%C3%A1
Andrée Bonhomme	1905	1982	https://en.wikipedia.org/wiki/Andr%C3%A9e_Bonhomme
Severo Bonini	1582	1663	https://en.wikipedia.org/wiki/Severo_Bonini
Mélanie Bonis	1858	1937	https://en.wikipedia.org/wiki/M%C3%A9lanie_Bonis
Paul Bonneau	1918	1995	https://en.wikipedia.org/wiki/Paul_Bonneau
Joseph Bonnet	1884	1944	https://en.wikipedia.org/wiki/Joseph_Bonnet
Antonio Maria Bononcini	1677	1726	https://en.wikipedia.org/wiki/Antonio_Maria_Bononcini
Giovanni Bononcini	1670	1747	https://en.wikipedia.org/wiki/Giovanni_Bononcini
Giovanni Maria Bononcini	1642	1678	https://en.wikipedia.org/wiki/Giovanni_Maria_Bononcini
Francesco Antonio Bonporti	1672	1749	https://en.wikipedia.org/wiki/Francesco_Antonio_Bonporti
Giovanni Andrea Bontempi	1624	1705	https://en.wikipedia.org/wiki/Giovanni_Andrea_Bontempi
Henriette van den Boorn	1866	1945	https://en.wikipedia.org/wiki/Henriette_van_den_Boorn-Coclet
Francis Boott	1813	1904	https://en.wikipedia.org/wiki/Francis_Boott_(composer)
Modesta Bor	1926	1998	https://en.wikipedia.org/wiki/Modesta_Bor
Melchior Borchgrevinck	1570	1632	https://en.wikipedia.org/wiki/Melchior_Borchgrevinck
Johanna Bordewijk	1892	1971	https://en.wikipedia.org/wiki/Johanna_Bordewijk-Roepman
Oscar Borg	1851	1930	https://en.wikipedia.org/wiki/Oscar_Borg
Raúl Borges	1882	1967	https://en.wikipedia.org/wiki/Ra%C3%BAl_Borges
François Borne	1840	1920	https://en.wikipedia.org/wiki/Fran%C3%A7ois_Borne
Alexander Borodin	1833	1887	https://en.wikipedia.org/wiki/Alexander_Borodin
Felix Borowski	1872	1956	https://en.wikipedia.org/wiki/Felix_Borowski
Teresa Borràs i Fornell	1923	2010	https://en.wikipedia.org/wiki/Teresa_Borr%C3%A0s_i_Fornell
Hakon Børresen	1876	1954	https://en.wikipedia.org/wiki/Hakon_B%C3%B8rresen
Pietro Paolo Borrono	1490	1563	https://en.wikipedia.org/w/index.php?title=Pietro_Paolo_Borrono&action=edit&redlink=1
Sergei Bortkiewicz	1877	1952	https://en.wikipedia.org/wiki/Sergei_Bortkiewicz
Dmitry Bortniansky	1751	1825	https://en.wikipedia.org/wiki/Dmitry_Bortniansky
Axel Borup	1924	2012	https://en.wikipedia.org/wiki/Axel_Borup-J%C3%B8rgensen
Cornelis Boscoop	1531	1573	https://en.wikipedia.org/wiki/Cornelis_Boscoop
Henriëtte Bosmans	1895	1952	https://en.wikipedia.org/wiki/Henri%C3%ABtte_Bosmans
Costante Adolfo Bossi	1876	1953	https://en.wikipedia.org/wiki/Costante_Adolfo_Bossi
Marco Enrico Bossi	1861	1925	https://en.wikipedia.org/wiki/Marco_Enrico_Bossi
Franciscus Bossinensis	1509	1511	https://en.wikipedia.org/wiki/Franciscus_Bossinensis
George Botsford	1874	1949	https://en.wikipedia.org/wiki/George_Botsford
Hans Bottermund	1892	1949	https://en.wikipedia.org/wiki/Hans_Bottermund
Giovanni Bottesini	1821	1889	https://en.wikipedia.org/wiki/Giovanni_Bottesini
Marianna Bottini	1802	1858	https://en.wikipedia.org/wiki/Marianna_Bottini
Raimondo Boucheron	1800	1876	https://en.wikipedia.org/wiki/Raimondo_Boucheron
André Boucourechliev	1925	1997	https://en.wikipedia.org/wiki/Andr%C3%A9_Boucourechliev
Rutland Boughton	1878	1960	https://en.wikipedia.org/wiki/Rutland_Boughton
Georges Boulanger	1893	1958	https://en.wikipedia.org/wiki/Georges_Boulanger_(violinist)
Lili Boulanger	1883	1918	https://en.wikipedia.org/wiki/Lili_Boulanger
Nadia Boulanger	1887	1979	https://en.wikipedia.org/wiki/Nadia_Boulanger
Joséphine Boulay	1869	1925	https://en.wikipedia.org/wiki/Jos%C3%A9phine_Boulay
Pierre Boulez	1925	2016	https://en.wikipedia.org/wiki/Pierre_Boulez
Louis Bourgeois	1515	1559	https://en.wikipedia.org/wiki/Louis_Bourgeois_(composer)
Jean	1662	1725	https://en.wikipedia.org/wiki/Jean-Baptiste_Drouart_de_Bousset
René Drouard de Bousset	1703	1760	https://en.wikipedia.org/wiki/Ren%C3%A9_Drouart_de_Bousset
Josse Boutmy	1697	1779	https://en.wikipedia.org/wiki/Josse_Boutmy
François Bouvard	1684	1760	https://en.wikipedia.org/wiki/Fran%C3%A7ois_Bouvard
Guillaume Bouzignac	1592	1641	https://en.wikipedia.org/wiki/Guillaume_Bouzignac
Fritz Bovet	1845	1888	https://en.wikipedia.org/wiki/Fritz_Bovet
York Bowen	1884	1961	https://en.wikipedia.org/wiki/York_Bowen
Paul Bowles	1910	1999	https://en.wikipedia.org/wiki/Paul_Bowles
Euday Louis Bowman	1887	1949	https://en.wikipedia.org/wiki/Euday_L._Bowman
Christian Ludwig Boxberg	1670	1729	https://en.wikipedia.org/wiki/Christian_Ludwig_Boxberg
William Boyce	1711	1779	https://en.wikipedia.org/wiki/William_Boyce_(composer)
Brian Boydell	1917	2000	https://en.wikipedia.org/wiki/Brian_Boydell
Ina Boyle	1889	1967	https://en.wikipedia.org/wiki/Ina_Boyle
Simon Boyleau	1544	1586	https://en.wikipedia.org/wiki/Simon_Boyleau
Anne Louise Boyvin d	1744	1824	https://en.wikipedia.org/wiki/Anne_Louise_Boyvin_d%27Hardancourt_Brillon_de_Jouy
Jacques Boyvin	1649	1706	https://en.wikipedia.org/wiki/Jacques_Boyvin
Eugène Bozza	1905	1991	https://en.wikipedia.org/wiki/Eug%C3%A8ne_Bozza
Hans Brachrogge	1590	1638	https://en.wikipedia.org/wiki/Hans_Brachrogge
Jean Braconnier	1478	1512	https://en.wikipedia.org/wiki/Jean_Braconnier
William Brade	1560	1630	https://en.wikipedia.org/wiki/William_Brade
Scott Bradley	1891	1977	https://en.wikipedia.org/wiki/Scott_Bradley_(composer)
Edvard Fliflet Bræin	1924	1976	https://en.wikipedia.org/wiki/Edvard_Fliflet_Br%C3%A6in
Antonio Braga	1929	2009	https://en.wikipedia.org/wiki/Antonio_Braga
Antônio Francisco Braga	1868	1945	https://en.wikipedia.org/wiki/Ant%C3%B4nio_Francisco_Braga
Gaetano Braga	1829	1907	https://en.wikipedia.org/wiki/Gaetano_Braga
Joly Braga Santos	1924	1988	https://en.wikipedia.org/wiki/Joly_Braga_Santos
May Brahe	1884	1956	https://en.wikipedia.org/wiki/May_Brahe
Johannes Brahms	1833	1897	https://en.wikipedia.org/wiki/Johannes_Brahms
Constantin Brăiloiu	1893	1958	https://en.wikipedia.org/wiki/Constantin_Br%C4%83iloiu
Caspar Joseph Brambach	1833	1902	https://en.wikipedia.org/wiki/Caspar_Joseph_Brambach
Eddie Brandt	1920	2011	https://en.wikipedia.org/wiki/Eddie_Brandt
Willy Brandt	1869	1923	https://en.wikipedia.org/wiki/Willi_Brandt_(composer)
Jan Brandts Buys	1868	1933	https://en.wikipedia.org/wiki/Jan_Brandts_Buys
Gena Branscombe	1881	1977	https://en.wikipedia.org/wiki/Gena_Branscombe
Henry Brant	1913	2008	https://en.wikipedia.org/wiki/Henry_Brant
Johannes Brassart	1405	1455	https://en.wikipedia.org/wiki/Johannes_Brassart
Louis Brassin	1840	1884	https://en.wikipedia.org/wiki/Louis_Brassin
Jean Daniel Braun	1728	1740	https://en.wikipedia.org/w/index.php?title=Jean_Daniel_Braun&action=edit&redlink=1
Yehezkel Braun	1922	2014	https://en.wikipedia.org/wiki/Yehezkel_Braun
Walter Braunfels	1882	1954	https://en.wikipedia.org/wiki/Walter_Braunfels
Johannes Bernardus van Bree	1801	1857	https://en.wikipedia.org/wiki/Johannes_Bernardus_van_Bree
Josefina Brdlíková	1843	1910	https://en.wikipedia.org/wiki/Josefina_Brdl%C3%ADkov%C3%A1
Joseph Carl Breil	1870	1926	https://en.wikipedia.org/wiki/Joseph_Carl_Breil
Jacques Brel	1929	1978	https://en.wikipedia.org/wiki/Jacques_Brel
Bettina Brentano	1785	1859	https://en.wikipedia.org/wiki/Bettina_Brentano
Jan Josef Ignác Brentner	1689	1742	https://en.wikipedia.org/wiki/Jan_Josef_Ign%C3%A1c_Brentner
Giuseppe Antonio Brescianello	1690	1758	https://en.wikipedia.org/wiki/Giuseppe_Antonio_Brescianello
Cesar Bresgen	1913	1988	https://en.wikipedia.org/wiki/Cesar_Bresgen
Tomás Bretón	1850	1923	https://en.wikipedia.org/wiki/Tom%C3%A1s_Bret%C3%B3n
Jean	1753	1823	https://en.wikipedia.org/wiki/Jean-Baptiste_Br%C3%A9val
Giovanni Battista Brevi	1650	1725	https://en.wikipedia.org/wiki/Giovanni_Battista_Brevi
Pierre de Bréville	1861	1949	https://en.wikipedia.org/wiki/Pierre_de_Br%C3%A9ville
Thomas Brewer	1611	1660	https://en.wikipedia.org/wiki/Thomas_Brewer_(composer)
Havergal Brian	1876	1972	https://en.wikipedia.org/wiki/Havergal_Brian
Giulio Briccialdi	1818	1881	https://en.wikipedia.org/wiki/Giulio_Briccialdi
Walter Bricht	1904	1970	https://en.wikipedia.org/wiki/Walter_Bricht
Frank Bridge	1879	1941	https://en.wikipedia.org/wiki/Frank_Bridge
Wolfgang Carl Briegel	1626	1712	https://en.wikipedia.org/wiki/Wolfgang_Carl_Briegel
Dora Bright	1862	1951	https://en.wikipedia.org/wiki/Dora_Bright
Anne Louise Brillon de Jouy	1744	1824	https://en.wikipedia.org/wiki/Anne_Louise_Boyvin_d%27Hardancourt_Brillon_de_Jouy
Antonio Brioschi	1725	1750	https://en.wikipedia.org/wiki/Antonio_Brioschi
George Frederick Bristow	1825	1898	https://en.wikipedia.org/wiki/George_Frederick_Bristow
Radie Britain	1899	1994	https://en.wikipedia.org/wiki/Radie_Britain
Estêvão de Brito	1575	1641	https://en.wikipedia.org/wiki/Est%C3%AAv%C3%A3o_de_Brito
Benjamin Britten	1913	1976	https://en.wikipedia.org/wiki/Benjamin_Britten
Frantisek Brixi	1732	1771	https://en.wikipedia.org/wiki/Frantisek_Brixi
Šimon Brixi	1693	1735	https://en.wikipedia.org/wiki/%C5%A0imon_Brixi
Maria Brizzi Giorgi	1775	1822	https://en.wikipedia.org/wiki/Maria_Brizzi_Giorgi
Howard Brockway	1870	1951	https://en.wikipedia.org/wiki/Howard_Brockway
Henri Brod	1799	1839	https://en.wikipedia.org/wiki/Henri_Brod
Oswald Brodin	1914	1987	https://en.wikipedia.org/w/index.php?title=Oswald_Brodin&action=edit&redlink=1
Roslyn Brogue	1919	1981	https://en.wikipedia.org/wiki/Roslyn_Brogue
Natanael Broman	1887	1966	https://en.wikipedia.org/w/index.php?title=Natanael_Broman&action=edit&redlink=1
Sten Broman	1902	1983	https://en.wikipedia.org/w/index.php?title=Sten_Broman&action=edit&redlink=1
Gerhard Bronner	1922	2007	https://en.wikipedia.org/wiki/Gerhard_Bronner
Big Bill Broonzy	1903	1958	https://en.wikipedia.org/wiki/Big_Bill_Broonzy
Ingeborg von Bronsart	1840	1913	https://en.wikipedia.org/wiki/Ingeborg_von_Bronsart
Riccardo Broschi	1698	1756	https://en.wikipedia.org/wiki/Riccardo_Broschi
Sébastien de Brossard	1655	1730	https://en.wikipedia.org/wiki/S%C3%A9bastien_de_Brossard
Earle Brown	1926	2002	https://en.wikipedia.org/wiki/Earle_Brown
Nacio Herb Brown	1896	1964	https://en.wikipedia.org/wiki/Nacio_Herb_Brown
Augusta Browne	1820	1882	https://en.wikipedia.org/wiki/Augusta_Browne
Harriet Browne	1790	1858	https://en.wikipedia.org/wiki/Harriet_Browne
John Browne	1480	1505	https://en.wikipedia.org/wiki/John_Browne_(composer)
Dave Brubeck	1920	2012	https://en.wikipedia.org/wiki/Dave_Brubeck
Rudolf Brucci	1917	2002	https://en.wikipedia.org/wiki/Rudolf_Brucci
Max Bruch	1838	1920	https://en.wikipedia.org/wiki/Max_Bruch
Arnold von Bruck	1500	1554	https://en.wikipedia.org/wiki/Arnold_von_Bruck
Gerard von Brucken Fock	1859	1935	https://en.wikipedia.org/wiki/Gerard_von_Brucken_Fock
Anton Bruckner	1824	1896	https://en.wikipedia.org/wiki/Anton_Bruckner
Joan Brudieu	1520	1591	https://en.wikipedia.org/wiki/Joan_Brudieu
Nicolaus Bruhns	1665	1697	https://en.wikipedia.org/wiki/Nicolaus_Bruhns
Theo Bruins	1929	1993	https://en.wikipedia.org/wiki/Theo_Bruins
Antoine Brumel	1512	1513	https://en.wikipedia.org/wiki/Antoine_Brumel
Albert E	1905	1977	https://en.wikipedia.org/wiki/Albert_E._Brumley
Fritz Brun	1878	1959	https://en.wikipedia.org/wiki/Fritz_Brun
Herbert Brün	1918	2000	https://en.wikipedia.org/wiki/Herbert_Br%C3%BCn
Pablo Bruna	1611	1679	https://en.wikipedia.org/wiki/Pablo_Bruna
Arnold Brunckhorst	1670	1725	https://en.wikipedia.org/wiki/Arnold_Brunckhorst
Alfred Bruneau	1857	1934	https://en.wikipedia.org/wiki/Alfred_Bruneau
Antonio Brunelli	1577	1630	https://en.wikipedia.org/wiki/Antonio_Brunelli
Gaetano Brunetti	1744	1798	https://en.wikipedia.org/wiki/Gaetano_Brunetti
Victor Bruns	1904	1996	https://en.wikipedia.org/wiki/Victor_Bruns
Bjarne Brustad	1895	1978	https://en.wikipedia.org/wiki/Bjarne_Brustad
Filipina Brzezinska	1800	1886	https://en.wikipedia.org/wiki/Filipina_Brzezinska-Szymanowska
Mark Bucci	1924	2002	https://en.wikipedia.org/wiki/Mark_Bucci
Hans Buchner	1483	1538	https://en.wikipedia.org/wiki/Hans_Buchner
Philipp Friedrich Buchner	1614	1669	https://en.wikipedia.org/wiki/Philipp_Friedrich_Buchner
Dudley Buck	1839	1909	https://en.wikipedia.org/wiki/Dudley_Buck
Olivia Buckley	1790	1845	https://en.wikipedia.org/wiki/Olivia_Buckley
Margaret Buechner	1922	1998	https://en.wikipedia.org/wiki/Margaret_Buechner
Pierre	1690	1768	https://en.wikipedia.org/wiki/Pierre-Gabriel_Buffardin
John Bull	1563	1628	https://en.wikipedia.org/wiki/John_Bull_(composer)
Ole Bull	1810	1880	https://en.wikipedia.org/wiki/Ole_Bull
Nini Bulterijs	1929	1989	https://en.wikipedia.org/wiki/Nini_Bulterijs
August Bungert	1845	1915	https://en.wikipedia.org/wiki/August_Bungert
Benedictus Buns	1642	1716	https://en.wikipedia.org/wiki/Benedictus_Buns
Giovanni Battista Buonamente	1595	1642	https://en.wikipedia.org/wiki/Giovanni_Battista_Buonamente
Friedrich Burgmüller	1806	1874	https://en.wikipedia.org/wiki/Johann_Friedrich_Franz_Burgm%C3%BCller
Norbert Burgmüller	1810	1836	https://en.wikipedia.org/wiki/Norbert_Burgm%C3%BCller
Geoffrey Burgon	1941	2010	https://en.wikipedia.org/wiki/Geoffrey_Burgon
Mutal Burhonov	1916	2002	https://en.wikipedia.org/wiki/Mutal_Burhonov
Sonny Burke	1914	1980	https://en.wikipedia.org/wiki/Sonny_Burke
Paul Burkhard	1911	1977	https://en.wikipedia.org/wiki/Paul_Burkhard
Willy Burkhard	1900	1955	https://en.wikipedia.org/wiki/Willy_Burkhard
Harry Burleigh	1866	1949	https://en.wikipedia.org/wiki/Harry_Burleigh
R D Burman	1939	1994	https://en.wikipedia.org/wiki/Rahul_Dev_Burman
S D Burman	1906	1975	https://en.wikipedia.org/wiki/Sachin_Dev_Burman
Charles Burney	1726	1814	https://en.wikipedia.org/wiki/Charles_Burney
Alfred Burt	1920	1954	https://en.wikipedia.org/wiki/Alfred_Burt
Alan Bush	1900	1995	https://en.wikipedia.org/wiki/Alan_Bush
Adolf Busch	1891	1952	https://en.wikipedia.org/wiki/Adolf_Busch
Geoffrey Bush	1920	1998	https://en.wikipedia.org/wiki/Geoffrey_Bush
Alejandro Busi	1833	1895	https://en.wikipedia.org/w/index.php?title=Alejandro_Busi&action=edit&redlink=1
Giuseppe Busi	1808	1871	https://en.wikipedia.org/w/index.php?title=Giuseppe_Busi&action=edit&redlink=1
Antoine Busnois	1430	1492	https://en.wikipedia.org/wiki/Antoine_Busnois
Ferruccio Busoni	1866	1924	https://en.wikipedia.org/wiki/Ferruccio_Busoni
Henri Büsser	1872	1973	https://en.wikipedia.org/wiki/Henri_B%C3%BCsser
Fernando Bustamante	1915	1979	https://en.wikipedia.org/w/index.php?title=Fernando_Bustamante&action=edit&redlink=1
Pieter Bustijn	1649	1729	https://en.wikipedia.org/wiki/Pieter_Bustijn
Arthur Butterworth	1923	2014	https://en.wikipedia.org/wiki/Arthur_Butterworth
George Butterworth	1885	1916	https://en.wikipedia.org/wiki/George_Butterworth
Johann Heinrich Buttstett	1666	1727	https://en.wikipedia.org/wiki/Johann_Heinrich_Buttstett
Jacques Buus	1500	1565	https://en.wikipedia.org/wiki/Jacques_Buus
Dieterich Buxtehude	1637	1707	https://en.wikipedia.org/wiki/Dieterich_Buxtehude
Arturo Buzzi	1854	1943	https://en.wikipedia.org/wiki/Arturo_Buzzi-Peccia
Antonio Buzzolla	1815	1871	https://en.wikipedia.org/wiki/Antonio_Buzzolla
William Byrd	1540	1623	https://en.wikipedia.org/wiki/William_Byrd
Byttering	1410	1420	https://en.wikipedia.org/wiki/Byttering
Gayane C	1918	1998	https://en.wikipedia.org/wiki/Gayane_C%27ebotaryan
Roberto Caamaño	1923	1993	https://en.wikipedia.org/w/index.php?title=Roberto_Caama%C3%B1o&action=edit&redlink=1
Manuel Fernández Caballero	1835	1906	https://en.wikipedia.org/wiki/Manuel_Fern%C3%A1ndez_Caballero
Juan Cabanilles	1644	1712	https://en.wikipedia.org/wiki/Juan_Cabanilles
Antonio de Cabezón	1510	1566	https://en.wikipedia.org/wiki/Antonio_de_Cabez%C3%B3n
Hernando de Cabezón	1541	1602	https://en.wikipedia.org/wiki/Hernando_de_Cabez%C3%B3n
Francesca Caccini	1587	1640	https://en.wikipedia.org/wiki/Francesca_Caccini
Giulio Caccini	1551	1618	https://en.wikipedia.org/wiki/Giulio_Caccini
Settimia Caccini	1591	1638	https://en.wikipedia.org/wiki/Settimia_Caccini
Pierre Cadéac	1538	1556	https://en.wikipedia.org/wiki/Pierre_Cad%C3%A9ac
Charles Wakefield Cadman	1881	1946	https://en.wikipedia.org/wiki/Charles_Wakefield_Cadman
Pasquale Cafaro	1716	1787	https://en.wikipedia.org/wiki/Pasquale_Cafaro
John Cage	1912	1992	https://en.wikipedia.org/wiki/John_Cage
Antonio Cagnoni	1828	1896	https://en.wikipedia.org/wiki/Antonio_Cagnoni
Gioseppe Caimo	1545	1584	https://en.wikipedia.org/wiki/Gioseppe_Caimo
Louis de Caix d	1670	1760	https://en.wikipedia.org/wiki/Louis_de_Caix_d%27Hervelois
Raffaele Calace	1863	1934	https://en.wikipedia.org/wiki/Raffaele_Calace
Geneviève Calame	1946	1993	https://en.wikipedia.org/wiki/Genevi%C3%A8ve_Calame
Antonio Caldara	1671	1736	https://en.wikipedia.org/wiki/Antonio_Caldara
Antonio Calegari	1757	1828	https://en.wikipedia.org/wiki/Antonio_Calegari
Maria Cattarina Calegari	1644	1675	https://en.wikipedia.org/wiki/Maria_Cattarina_Calegari
Francisco Calés Pina	1886	1957	https://en.wikipedia.org/w/index.php?title=Francisco_Cal%C3%A9s_Pina&action=edit&redlink=1
John Baptiste Calkin	1827	1905	https://en.wikipedia.org/wiki/John_Baptiste_Calkin
Joseph Callaerts	1838	1901	https://en.wikipedia.org/wiki/Joseph_Callaerts
Rafael Calleja Gómez	1870	1938	https://en.wikipedia.org/wiki/Rafael_Calleja_G%C3%B3mez
Lluís Callejo	1930	1987	https://en.wikipedia.org/w/index.php?title=Llu%C3%ADs_Callejo&action=edit&redlink=1
Sethus Calvisius	1556	1615	https://en.wikipedia.org/wiki/Sethus_Calvisius
Robert Cambert	1628	1677	https://en.wikipedia.org/wiki/Robert_Cambert
Giuseppe Cambini	1746	1825	https://en.wikipedia.org/wiki/Giuseppe_Cambini
Bartolomeo Campagnoli	1751	1827	https://en.wikipedia.org/wiki/Bartolomeo_Campagnoli
Fabio Campana	1819	1882	https://en.wikipedia.org/wiki/Fabio_Campana
Alexander Campbell	1764	1824	https://en.wikipedia.org/wiki/Alexander_Campbell_(musician_and_writer)
Louis Campbell	1877	1921	https://en.wikipedia.org/wiki/Louis_Campbell-Tipton
François van Campenhout	1779	1848	https://en.wikipedia.org/wiki/Fran%C3%A7ois_van_Campenhout
Thomas Campion	1567	1620	https://en.wikipedia.org/wiki/Thomas_Campion
Carlo Antonio Campioni	1720	1788	https://en.wikipedia.org/wiki/Carlo_Antonio_Campioni
Conrado del Campo	1878	1953	https://en.wikipedia.org/wiki/Conrado_del_Campo
André Campra	1660	1744	https://en.wikipedia.org/wiki/Andr%C3%A9_Campra
Francisco Canaro	1888	1964	https://en.wikipedia.org/wiki/Francisco_Canaro
Amélie	1767	1834	https://en.wikipedia.org/wiki/Am%C3%A9lie-Julie_Candeille
Cornelius Canis	1510	1561	https://en.wikipedia.org/wiki/Cornelius_Canis
Christian Cannabich	1731	1798	https://en.wikipedia.org/wiki/Christian_Cannabich
Enrico Cannio	1874	1949	https://en.wikipedia.org/wiki/Enrico_Cannio
Joseph Canteloube	1879	1957	https://en.wikipedia.org/wiki/Joseph_Canteloube
Pierre Capdevielle	1906	1969	https://en.wikipedia.org/wiki/Pierre_Capdevielle_(musician)
Vincenzo Capirola	1474	1548	https://en.wikipedia.org/wiki/Vincenzo_Capirola
André Caplet	1878	1925	https://en.wikipedia.org/wiki/Andr%C3%A9_Caplet
Samuel Capricornus	1628	1665	https://en.wikipedia.org/wiki/Samuel_Capricornus
Giuseppe Antonio Capuzzi	1755	1818	https://en.wikipedia.org/wiki/Antonio_Capuzzi
Marchetto Cara	1465	1525	https://en.wikipedia.org/wiki/Marchetto_Cara
Michele Carafa	1787	1872	https://en.wikipedia.org/wiki/Michele_Carafa
Matteo Carcassi	1792	1853	https://en.wikipedia.org/wiki/Matteo_Carcassi
Cornelius Cardew	1936	1981	https://en.wikipedia.org/wiki/Cornelius_Cardew
Manuel Cardoso	1566	1650	https://en.wikipedia.org/wiki/Manuel_Cardoso
Cristoforo Caresana	1640	1709	https://en.wikipedia.org/wiki/Cristoforo_Caresana
Henry Carey	1687	1743	https://en.wikipedia.org/wiki/Henry_Carey_(writer)
Giacomo Carissimi	1605	1674	https://en.wikipedia.org/wiki/Giacomo_Carissimi
Hoagy Carmichael	1899	1981	https://en.wikipedia.org/wiki/Hoagy_Carmichael
Ramon Carnicer i Batlle	1789	1855	https://en.wikipedia.org/wiki/Ramon_Carnicer
Julio de Caro	1899	1980	https://en.wikipedia.org/wiki/Julio_de_Caro
Turlough Carolan	1670	1738	https://en.wikipedia.org/wiki/Turlough_Carolan
Firminus Caron	1460	1475	https://en.wikipedia.org/wiki/Firminus_Caron
Fabritio Caroso	1535	1600	https://en.wikipedia.org/wiki/Fabritio_Caroso
John Alden Carpenter	1876	1951	https://en.wikipedia.org/wiki/John_Alden_Carpenter
Carpentras	1470	1548	https://en.wikipedia.org/wiki/Carpentras_(composer)
Benjamin Carr	1768	1831	https://en.wikipedia.org/wiki/Benjamin_Carr
Edwin Carr	1926	2003	https://en.wikipedia.org/wiki/Edwin_Carr_(composer)
António Carreira	1551	1589	https://en.wikipedia.org/wiki/Ant%C3%B3nio_Carreira
James P	1787	1854	https://en.wikipedia.org/wiki/James_P._Carrell
Teresa Carreño	1853	1917	https://en.wikipedia.org/wiki/Teresa_Carre%C3%B1o
Julián Carrillo	1875	1965	https://en.wikipedia.org/wiki/Juli%C3%A1n_Carrillo
Antonio Casimir Cartellieri	1772	1807	https://en.wikipedia.org/wiki/Antonio_Casimir_Cartellieri
Elliott Carter	1908	2012	https://en.wikipedia.org/wiki/Elliott_Carter
Ferdinando Carulli	1770	1841	https://en.wikipedia.org/wiki/Ferdinando_Carulli
João de Sousa Carvalho	1745	1799	https://en.wikipedia.org/wiki/Jo%C3%A3o_de_Sousa_Carvalho
Robert Carver	1487	1570	https://en.wikipedia.org/wiki/Robert_Carver_(composer)
Doreen Carwithen	1922	2003	https://en.wikipedia.org/wiki/Doreen_Carwithen
Tristram Cary	1925	2008	https://en.wikipedia.org/wiki/Tristram_Cary
Henri Casadesus	1879	1947	https://en.wikipedia.org/wiki/Henri_Casadesus
Marius Casadesus	1892	1981	https://en.wikipedia.org/wiki/Marius_Casadesus
Robert Casadesus	1899	1972	https://en.wikipedia.org/wiki/Robert_Casadesus
Robert	1878	1940	https://en.wikipedia.org/wiki/Robert-Guillaume_Casadesus
Romeo Cascarino	1922	2002	https://en.wikipedia.org/wiki/Romeo_Cascarino
Alfredo Casella	1883	1947	https://en.wikipedia.org/wiki/Alfredo_Casella
Gaspar Cassadó	1897	1966	https://en.wikipedia.org/wiki/Gaspar_Cassad%C3%B3
