name	born	died	url
Dismas Hataš	1724	1777	https://en.wikipedia.org/wiki/Dismas_Hata%C5%A1
Josef Matthias Hauer	1883	1959	https://en.wikipedia.org/wiki/Josef_Matthias_Hauer
Moritz Hauptmann	1792	1868	https://en.wikipedia.org/wiki/Moritz_Hauptmann
Siegmund von Hausegger	1872	1948	https://en.wikipedia.org/wiki/Siegmund_von_Hausegger
William Haute	1430	1497	https://en.wikipedia.org/wiki/William_Hawte
Joseph Haydn	1732	1809	https://en.wikipedia.org/wiki/Joseph_Haydn
Michael Haydn	1737	1806	https://en.wikipedia.org/wiki/Michael_Haydn
Philip Hayes	1738	1797	https://en.wikipedia.org/wiki/Philip_Hayes_(composer)
William Hayes	1708	1777	https://en.wikipedia.org/wiki/William_Hayes_(composer)
Hayne van Ghizeghem	1445	1476	https://en.wikipedia.org/wiki/Hayne_van_Ghizeghem
Ronnie Hazlehurst	1928	2007	https://en.wikipedia.org/wiki/Ronnie_Hazlehurst
Hubert Klyne Headley	1906	1996	https://en.wikipedia.org/wiki/Hubert_Klyne_Headley
John Hebden	1712	1765	https://en.wikipedia.org/wiki/John_Hebden
Johann David Heinichen	1683	1729	https://en.wikipedia.org/wiki/Johann_David_Heinichen
Anthony Philip Heinrich	1781	1861	https://en.wikipedia.org/wiki/Anthony_Philip_Heinrich
Peter Arnold Heise	1830	1879	https://en.wikipedia.org/wiki/Peter_Arnold_Heise
Walter Hekster	1937	2012	https://en.wikipedia.org/wiki/Walter_Hekster
Pieter Hellendaal	1721	1799	https://en.wikipedia.org/wiki/Pieter_Hellendaal
Stephen Heller	1813	1888	https://en.wikipedia.org/wiki/Stephen_Heller
Lupus Hellinck	1494	1541	https://en.wikipedia.org/wiki/Lupus_Hellinck
Robert Helps	1928	2001	https://en.wikipedia.org/wiki/Robert_Helps
Victor Hely	1901	1947	https://en.wikipedia.org/wiki/Victor_Hely-Hutchinson
Fletcher Henderson	1897	1952	https://en.wikipedia.org/wiki/Fletcher_Henderson
Hans Henkemans	1913	1995	https://en.wikipedia.org/wiki/Hans_Henkemans
Fini Henriques	1867	1940	https://en.wikipedia.org/wiki/Fini_Henriques
Henry VIII	1491	1547	https://en.wikipedia.org/wiki/Henry_VIII_of_England#Early_reign
Adolf von Henselt	1814	1889	https://en.wikipedia.org/wiki/Adolf_von_Henselt
Hans Werner Henze	1926	2012	https://en.wikipedia.org/wiki/Hans_Werner_Henze
Victor Herbert	1859	1924	https://en.wikipedia.org/wiki/Victor_Herbert
Johann Andreas Herbst	1588	1666	https://en.wikipedia.org/wiki/Johann_Andreas_Herbst
Ferdinand Hérold	1791	1833	https://en.wikipedia.org/wiki/Ferdinand_H%C3%A9rold
Bernard Herrmann	1911	1975	https://en.wikipedia.org/wiki/Bernard_Herrmann
William Herschel	1738	1822	https://en.wikipedia.org/wiki/William_Herschel
Johann Wilhelm Hertel	1727	1789	https://en.wikipedia.org/wiki/Johann_Wilhelm_Hertel
Hervé	1825	1892	https://en.wikipedia.org/wiki/Herv%C3%A9_(composer)
Heinrich von Herzogenberg	1843	1900	https://en.wikipedia.org/wiki/Heinrich_von_Herzogenberg
Ernst Hess	1912	1968	https://en.wikipedia.org/wiki/Ernst_Hess_(composer)
Kurt Hessenberg	1908	1994	https://en.wikipedia.org/wiki/Kurt_Hessenberg
Jacques Hétu	1938	2010	https://en.wikipedia.org/wiki/Jacques_H%C3%A9tu
Richard Heuberger	1850	1914	https://en.wikipedia.org/wiki/Richard_Heuberger
James Hewitt	1770	1827	https://en.wikipedia.org/wiki/James_Hewitt_(musician)
Juan Hidalgo	1614	1685	https://en.wikipedia.org/wiki/Juan_Hidalgo_de_Polanco
Frigyes Hidas	1928	2007	https://en.wikipedia.org/wiki/Frigyes_Hidas
Hildegard of Bingen	1098	1179	https://en.wikipedia.org/wiki/Hildegard_of_Bingen
Henry Hiles	1826	1904	https://en.wikipedia.org/wiki/Henry_Hiles
Alfred Hill	1870	1960	https://en.wikipedia.org/wiki/Alfred_Hill_(composer)
Edward Burlingame Hill	1872	1960	https://en.wikipedia.org/wiki/Edward_Burlingame_Hill
Ferdinand Hiller	1811	1885	https://en.wikipedia.org/wiki/Ferdinand_Hiller
Johann Adam Hiller	1728	1804	https://en.wikipedia.org/wiki/Johann_Adam_Hiller
Lejaren Hiller	1924	1994	https://en.wikipedia.org/wiki/Lejaren_Hiller
Friedrich Heinrich Himmel	1765	1814	https://en.wikipedia.org/wiki/Friedrich_Heinrich_Himmel
Paul Hindemith	1895	1963	https://en.wikipedia.org/wiki/Paul_Hindemith
Franz Hitz	1828	1891	https://en.wikipedia.org/wiki/Franz_Hitz
Emil Hlobil	1901	1987	https://en.wikipedia.org/wiki/Emil_Hlobil
Alun Hoddinott	1929	2008	https://en.wikipedia.org/wiki/Alun_Hoddinott
Léonard de Hodémont	1575	1639	https://en.wikipedia.org/wiki/L%C3%A9onard_de_Hod%C3%A9mont
Andreas Hofer	1629	1684	https://en.wikipedia.org/wiki/Andreas_Hofer_(composer)
Paul Hofhaimer	1459	1537	https://en.wikipedia.org/wiki/Paul_Hofhaimer
Ernst Theodor Amadeus Hoffmann	1776	1822	https://en.wikipedia.org/wiki/Ernst_Theodor_Amadeus_Hoffmann
Franz Anton Hoffmeister	1754	1812	https://en.wikipedia.org/wiki/Franz_Anton_Hoffmeister
Romanus Hoffstetter	1742	1815	https://en.wikipedia.org/wiki/Roman_Hoffstetter
Leopold Hofmann	1738	1793	https://en.wikipedia.org/wiki/Leopold_Hofmann
Lee Hoiby	1926	2011	https://en.wikipedia.org/wiki/Lee_Hoiby
Anthony Holborne	1545	1602	https://en.wikipedia.org/wiki/Anthony_Holborne
Joseph Holbrooke	1878	1958	https://en.wikipedia.org/wiki/Joseph_Holbrooke
Theodore Holland	1878	1947	https://en.wikipedia.org/wiki/Theodore_Holland
Karl Höller	1907	1987	https://en.wikipedia.org/wiki/Karl_H%C3%B6ller
Vagn Holmboe	1909	1996	https://en.wikipedia.org/wiki/Vagn_Holmboe
Alfred Holmes	1837	1876	https://en.wikipedia.org/wiki/Alfred_Holmes_(composer)
Augusta Holmès	1847	1903	https://en.wikipedia.org/wiki/Augusta_Holm%C3%A8s
Henry Holmes	1839	1905	https://en.wikipedia.org/wiki/Henry_Holmes_(composer)
John Holmes	1599	1629	https://en.wikipedia.org/wiki/John_Holmes_(composer)
William Henry Holmes	1812	1885	https://en.wikipedia.org/wiki/William_Henry_Holmes_(musician)
Gustav Holst	1874	1934	https://en.wikipedia.org/wiki/Gustav_Holst
Ignaz Holzbauer	1711	1783	https://en.wikipedia.org/wiki/Ignaz_Holzbauer
Gottfried August Homilius	1714	1785	https://en.wikipedia.org/wiki/Gottfried_August_Homilius
Sidney Homer	1864	1953	https://en.wikipedia.org/wiki/Sidney_Homer
Arthur Honegger	1892	1955	https://en.wikipedia.org/wiki/Arthur_Honegger
James Hook	1746	1827	https://en.wikipedia.org/wiki/James_Hook_(composer)
Bill Hopkins	1943	1981	https://en.wikipedia.org/wiki/Bill_Hopkins_(composer)
James Horner	1953	2015	https://en.wikipedia.org/wiki/James_Horner
William Horwood	1484	1484	https://en.wikipedia.org/wiki/William_Horwood_(composer)
Hoste da Reggio	1520	1569	https://en.wikipedia.org/wiki/Hoste_da_Reggio
John Hothby	1430	1487	https://en.wikipedia.org/wiki/John_Hothby
Nicolas Hotman	1610	1663	https://en.wikipedia.org/wiki/Nicolas_Hotman
Jacques	1674	1763	https://en.wikipedia.org/wiki/Jacques-Martin_Hotteterre
Joachim van den Hove	1567	1620	https://en.wikipedia.org/wiki/Joachim_van_den_Hove
Alan Hovhaness	1911	2000	https://en.wikipedia.org/wiki/Alan_Hovhaness
Joseph E	1867	1961	https://en.wikipedia.org/wiki/Joseph_E._Howard
Julia Ward Howe	1819	1910	https://en.wikipedia.org/wiki/Julia_Ward_Howe
Herbert Howells	1892	1983	https://en.wikipedia.org/wiki/Herbert_Howells
Jenő Hubay	1858	1937	https://en.wikipedia.org/wiki/Jen%C5%91_Hubay
Jean Hubeau	1917	1992	https://en.wikipedia.org/wiki/Jean_Hubeau
Hans Huber	1852	1921	https://en.wikipedia.org/wiki/Hans_Huber_(composer)
Jiří Hudec	1923	1996	https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Hudec_(composer)
Robert Hughes	1912	2007	https://en.wikipedia.org/wiki/Robert_Hughes_(composer)
Johannes Alfred Hultman	1861	1942	https://en.wikipedia.org/wiki/Johannes_Alfred_Hultman
Tobias Hume	1569	1645	https://en.wikipedia.org/wiki/Tobias_Hume
Pelham Humfrey	1647	1674	https://en.wikipedia.org/wiki/Pelham_Humfrey
Bertold Hummel	1925	2002	https://en.wikipedia.org/wiki/Bertold_Hummel
Ferdinand Hummel	1855	1928	https://en.wikipedia.org/wiki/Ferdinand_Hummel
Johann Nepomuk Hummel	1778	1837	https://en.wikipedia.org/wiki/Johann_Nepomuk_Hummel
Joseph Friedrich Hummel	1841	1919	https://en.wikipedia.org/wiki/Joseph_Friedrich_Hummel
Engelbert Humperdinck	1854	1921	https://en.wikipedia.org/wiki/Engelbert_Humperdinck_(composer)
Jean Huré	1877	1930	https://en.wikipedia.org/wiki/Jean_Hur%C3%A9
Conrad Friedrich Hurlebusch	1691	1765	https://en.wikipedia.org/wiki/Conrad_Friedrich_Hurlebusch
William Hurlstone	1876	1906	https://en.wikipedia.org/wiki/William_Hurlstone
Henry Holden Huss	1862	1953	https://en.wikipedia.org/wiki/Henry_Holden_Huss
Jenő Huszka	1875	1960	https://en.wikipedia.org/wiki/Jen%C5%91_Huszka
Anselm Hüttenbrenner	1794	1868	https://en.wikipedia.org/wiki/Anselm_H%C3%BCttenbrenner
Albert Huybrechts	1899	1938	https://en.wikipedia.org/wiki/Albert_Huybrechts
Constantijn Huygens	1596	1687	https://en.wikipedia.org/wiki/Constantijn_Huygens
Richard Hygons	1435	1509	https://en.wikipedia.org/wiki/Richard_Hygons
Tyzen Hsiao	1938	2015	https://en.wikipedia.org/wiki/Tyzen_Hsiao
Jacques Ibert	1890	1962	https://en.wikipedia.org/wiki/Jacques_Ibert
Akira Ifukube	1916	2006	https://en.wikipedia.org/wiki/Akira_Ifukube
Sigismondo d	1582	1629	https://en.wikipedia.org/wiki/Sigismondo_d%27India
Vincent d	1851	1931	https://en.wikipedia.org/wiki/Vincent_d%27Indy
Marc	1536	1592	https://en.wikipedia.org/wiki/Marc%27Antonio_Ingegneri
Mikhail Ippolitov	1859	1935	https://en.wikipedia.org/wiki/Mikhail_Ippolitov-Ivanov
John Ireland	1879	1962	https://en.wikipedia.org/wiki/John_Ireland_(composer)
Juan Francés de Iribarren	1699	1767	https://en.wikipedia.org/wiki/Juan_Franc%C3%A9s_de_Iribarren
Miguel de Irízar	1635	1684	https://en.wikipedia.org/wiki/Miguel_de_Ir%C3%ADzar
Heinrich Isaac	1455	1517	https://en.wikipedia.org/wiki/Heinrich_Isaac
Sigurd Islandsmoen	1881	1964	https://en.wikipedia.org/wiki/Sigurd_Islandsmoen
Nicolas Isouard	1775	1818	https://en.wikipedia.org/wiki/Nicolas_Isouard
Jānis Ivanovs	1906	1983	https://en.wikipedia.org/wiki/J%C4%81nis_Ivanovs
Volodymyr Ivasiuk	1949	1979	https://en.wikipedia.org/wiki/Volodymyr_Ivasiuk
Charles Ives	1874	1954	https://en.wikipedia.org/wiki/Charles_Ives
Simon Ives	1600	1662	https://en.wikipedia.org/wiki/Simon_Ives
Jean Eichelberger Ivey	1923	2010	https://en.wikipedia.org/wiki/Jean_Eichelberger_Ivey
Tony Jackson	1876	1921	https://en.wikipedia.org/wiki/Tony_Jackson_(jazz_musician)
William Jackson	1730	1803	https://en.wikipedia.org/wiki/Jackson_of_Exeter
Gordon Jacob	1895	1984	https://en.wikipedia.org/wiki/Gordon_Jacob
Frederick Jacobi	1891	1952	https://en.wikipedia.org/wiki/Frederick_Jacobi
Victor Jacobi	1883	1921	https://en.wikipedia.org/wiki/Victor_Jacobi
Jens Bjerre Jacobsen	1903	1986	https://en.wikipedia.org/wiki/Jens_Bjerre_Jacobsen
Jacquet de Mantua	1483	1559	https://en.wikipedia.org/wiki/Jacquet_de_Mantua
Salomon Jadassohn	1831	1902	https://en.wikipedia.org/wiki/Salomon_Jadassohn
Hyacinthe Jadin	1776	1800	https://en.wikipedia.org/wiki/Hyacinthe_Jadin
Louis	1768	1853	https://en.wikipedia.org/wiki/Louis-Emmanuel_Jadin
Alfred Jaëll	1832	1882	https://en.wikipedia.org/wiki/Alfred_Ja%C3%ABll
Edward Jakobowski	1858	1927	https://en.wikipedia.org/wiki/Edward_Jakobowski
Prenkë Jakova	1917	1969	https://en.wikipedia.org/wiki/Prenk%C3%AB_Jakova
Philip James	1890	1975	https://en.wikipedia.org/wiki/Philip_James
Jan z Lublina	1537	1548	https://en.wikipedia.org/wiki/Jan_z_Lublina
Leoš Janáček	1852	1928	https://en.wikipedia.org/wiki/Leo%C5%A1_Jan%C3%A1%C4%8Dek
Clément Janequin	1485	1558	https://en.wikipedia.org/wiki/Cl%C3%A9ment_Janequin
Johann Gottlieb Janitsch	1708	1763	https://en.wikipedia.org/wiki/Johann_Gottlieb_Janitsch
Leopold Jansa	1795	1875	https://en.wikipedia.org/wiki/Leopold_Jansa
Peter Janssens	1934	1998	https://en.wikipedia.org/wiki/Peter_Janssens
Jean Japart	1474	1481	https://en.wikipedia.org/wiki/Jean_Japart
Armas Järnefelt	1869	1958	https://en.wikipedia.org/wiki/Armas_J%C3%A4rnefelt
Georg Jarno	1868	1920	https://en.wikipedia.org/wiki/Georg_Jarno
Ivan Mane Jarnović	1747	1804	https://en.wikipedia.org/wiki/Ivan_Mane_Jarnovi%C4%87
Maurice Jarre	1924	2009	https://en.wikipedia.org/wiki/Maurice_Jarre
Adam Jarzębski	1590	1648	https://en.wikipedia.org/wiki/Adam_Jarz%C4%99bski
Maurice Jaubert	1900	1940	https://en.wikipedia.org/wiki/Maurice_Jaubert
Johannes Jeep	1582	1644	https://en.wikipedia.org/wiki/Johannes_Jeep
George Jeffreys	1610	1685	https://en.wikipedia.org/wiki/George_Jeffreys_(composer)
Sándor Jemnitz	1890	1963	https://en.wikipedia.org/wiki/S%C3%A1ndor_Jemnitz
John Jenkins	1592	1678	https://en.wikipedia.org/wiki/John_Jenkins_(composer)
Davorin Jenko	1835	1914	https://en.wikipedia.org/wiki/Davorin_Jenko
Gustav Jenner	1865	1920	https://en.wikipedia.org/wiki/Gustav_Jenner
Leon Jessel	1871	1942	https://en.wikipedia.org/wiki/Leon_Jessel
Maistre Jhan	1485	1538	https://en.wikipedia.org/wiki/Maistre_Jhan
František Jiránek	1698	1778	https://en.wikipedia.org/wiki/Franti%C5%A1ek_Jir%C3%A1nek
Joseph Joachim	1831	1907	https://en.wikipedia.org/wiki/Joseph_Joachim
João IV	1603	1656	https://en.wikipedia.org/wiki/John_IV_of_Portugal
Antônio Carlos Jobim	1927	1994	https://en.wikipedia.org/wiki/Ant%C3%B4nio_Carlos_Jobim
Gunnar Johansen	1906	1991	https://en.wikipedia.org/wiki/Gunnar_Johansen
David N	1922	1987	https://en.wikipedia.org/wiki/David_N._Johnson
John Johnson	1579	1594	https://en.wikipedia.org/wiki/John_Johnson_(composer)
Robert Johnson	1583	1633	https://en.wikipedia.org/wiki/Robert_Johnson_(English_composer)
André Jolivet	1905	1974	https://en.wikipedia.org/wiki/Andr%C3%A9_Jolivet
Niccolò Jommelli	1714	1774	https://en.wikipedia.org/wiki/Niccol%C3%B2_Jommelli
Daniel Jones	1912	1993	https://en.wikipedia.org/wiki/Daniel_Jones_(composer)
Edwin Arthur Jones	1853	1911	https://en.wikipedia.org/wiki/Edwin_Arthur_Jones
Robert Jones	1577	1617	https://en.wikipedia.org/wiki/Robert_Jones_(composer)
Joseph Jongen	1873	1953	https://en.wikipedia.org/wiki/Joseph_Jongen
Scott Joplin	1868	1917	https://en.wikipedia.org/wiki/Scott_Joplin
Mihail Jora	1891	1971	https://en.wikipedia.org/wiki/Mihail_Jora
Wilfred Josephs	1927	1997	https://en.wikipedia.org/wiki/Wilfred_Josephs
Josquin des Prez	1455	1521	https://en.wikipedia.org/wiki/Josquin_des_Prez
Gilles Joye	1425	1483	https://en.wikipedia.org/wiki/Gilles_Joye
Hans Judenkünig	1450	1526	https://en.wikipedia.org/wiki/Hans_Judenk%C3%BCnig
Gilles Jullien	1653	1703	https://en.wikipedia.org/wiki/Gilles_Jullien
Louis Antoine Jullien	1812	1860	https://en.wikipedia.org/wiki/Louis_Antoine_Jullien
Paul Juon	1872	1940	https://en.wikipedia.org/wiki/Paul_Juon
Dmitri Kabalevsky	1904	1987	https://en.wikipedia.org/wiki/Dmitri_Kabalevsky
Miloslav Kabeláč	1908	1979	https://en.wikipedia.org/wiki/Miloslav_Kabel%C3%A1%C4%8D
Jeronimas Kačinskas	1907	2005	https://en.wikipedia.org/wiki/Jeronimas_Ka%C4%8Dinskas
Mauricio Kagel	1931	2008	https://en.wikipedia.org/wiki/Mauricio_Kagel
Vasily Kalinnikov	1866	1901	https://en.wikipedia.org/wiki/Vasily_Kalinnikov
Jan Kalivoda	1801	1866	https://en.wikipedia.org/wiki/Jan_Kalivoda
Friedrich Kalkbrenner	1785	1849	https://en.wikipedia.org/wiki/Friedrich_Kalkbrenner
Emmerich Kálmán	1882	1953	https://en.wikipedia.org/wiki/Emmerich_K%C3%A1lm%C3%A1n
Manolis Kalomiris	1883	1962	https://en.wikipedia.org/wiki/Manolis_Kalomiris
Antonín Kammel	1730	1788	https://en.wikipedia.org/wiki/Anton%C3%ADn_Kammel
Božidar Kantušer	1921	1999	https://en.wikipedia.org/wiki/Bo%C5%BEidar_Kantu%C5%A1er
Artur Kapp	1878	1952	https://en.wikipedia.org/wiki/Artur_Kapp
Eugen Kapp	1908	1996	https://en.wikipedia.org/wiki/Eugen_Kapp
Vítězslava Kaprálová	1915	1940	https://en.wikipedia.org/wiki/V%C3%ADt%C4%9Bzslava_Kapr%C3%A1lov%C3%A1
Johannes Hieronymus Kapsberger	1580	1651	https://en.wikipedia.org/wiki/Johannes_Hieronymus_Kapsberger
Sigfrid Karg	1877	1933	https://en.wikipedia.org/wiki/Sigfrid_Karg-Elert
Mieczysław Karłowicz	1876	1909	https://en.wikipedia.org/wiki/Mieczys%C5%82aw_Kar%C5%82owicz
Jurgis Karnavičius	1884	1941	https://en.wikipedia.org/wiki/Jurgis_Karnavi%C4%8Dius_(composer)
Leonard Kastle	1929	2011	https://en.wikipedia.org/wiki/Leonard_Kastle
Jean	1810	1867	https://en.wikipedia.org/wiki/Jean-Georges_Kastner
Rudolf Kattnigg	1895	1955	https://en.wikipedia.org/wiki/Rudolf_Kattnigg
Georgy L	1861	1926	https://en.wikipedia.org/wiki/Georgy_Catoire
Georg Friedrich Kauffmann	1679	1735	https://en.wikipedia.org/wiki/Georg_Friedrich_Kauffmann
Reinhard Keiser	1674	1739	https://en.wikipedia.org/wiki/Reinhard_Keiser
David Kellner	1670	1748	https://en.wikipedia.org/wiki/David_Kellner
Johann Christoph Kellner	1736	1803	https://en.wikipedia.org/wiki/Johann_Christoph_Kellner
Johann Peter Kellner	1705	1772	https://en.wikipedia.org/wiki/Johann_Peter_Kellner
Joannes Florentius a Kempis	1635	1711	https://en.wikipedia.org/wiki/Joannes_Florentius_a_Kempis
Nicolaus à Kempis	1600	1676	https://en.wikipedia.org/wiki/Nicolaus_%C3%A0_Kempis
Abraham van den Kerckhoven	1618	1701	https://en.wikipedia.org/wiki/Abraham_van_den_Kerckhoven
Jacobus de Kerle	1532	1591	https://en.wikipedia.org/wiki/Jacobus_de_Kerle
Johann Caspar Kerll	1627	1693	https://en.wikipedia.org/wiki/Johann_Caspar_Kerll
Jerome Kern	1885	1945	https://en.wikipedia.org/wiki/Jerome_Kern
Albert Ketèlbey	1875	1959	https://en.wikipedia.org/wiki/Albert_Ket%C3%A8lbey
Tristan Keuris	1946	1996	https://en.wikipedia.org/wiki/Tristan_Keuris
Aram Khachaturian	1903	1978	https://en.wikipedia.org/wiki/Aram_Khachaturian
Ivan Khandoshkin	1747	1804	https://en.wikipedia.org/wiki/Ivan_Khandoshkin
Tikhon Khrennikov	1913	2007	https://en.wikipedia.org/wiki/Tikhon_Khrennikov
Aldine Silliman Kieffer	1840	1904	https://en.wikipedia.org/wiki/Aldine_Silliman_Kieffer
Friedrich Kiel	1821	1885	https://en.wikipedia.org/wiki/Friedrich_Kiel
Wilhelm Kienzl	1857	1941	https://en.wikipedia.org/wiki/Wilhelm_Kienzl
Earl Kim	1920	1998	https://en.wikipedia.org/wiki/Earl_Kim
Johann Erasmus Kindermann	1616	1655	https://en.wikipedia.org/wiki/Johann_Erasmus_Kindermann
Karl King	1891	1971	https://en.wikipedia.org/wiki/Karl_King
George Kirbye	1565	1634	https://en.wikipedia.org/wiki/George_Kirbye
Leon Kirchner	1919	2009	https://en.wikipedia.org/wiki/Leon_Kirchner
Theodor Kirchner	1823	1903	https://en.wikipedia.org/wiki/Theodor_Kirchner
Johann Philipp Kirnberger	1721	1783	https://en.wikipedia.org/wiki/Johann_Philipp_Kirnberger
Caspar Kittel	1603	1639	https://en.wikipedia.org/wiki/Caspar_Kittel
Johann Christian Kittel	1732	1809	https://en.wikipedia.org/wiki/Johann_Christian_Kittel
Uuno Klami	1900	1961	https://en.wikipedia.org/wiki/Uuno_Klami
Giselher Klebe	1925	2009	https://en.wikipedia.org/wiki/Giselher_Klebe
Leonhard Kleber	1495	1556	https://en.wikipedia.org/wiki/Leonhard_Kleber
Bernhard Klein	1793	1832	https://en.wikipedia.org/wiki/Bernhard_Klein
Richard Rudolf Klein	1921	2011	https://en.wikipedia.org/wiki/Richard_Rudolf_Klein
Julian Klemczyński	1810	1851	https://en.wikipedia.org/wiki/Julian_Klemczy%C5%84ski
Julius Klengel	1859	1933	https://en.wikipedia.org/wiki/Julius_Klengel
Paul Klengel	1854	1935	https://en.wikipedia.org/wiki/Paul_Klengel
Josef Klička	1855	1937	https://en.wikipedia.org/wiki/Josef_Kli%C4%8Dka
Karl Emanuel Klitzsch	1812	1889	https://en.wikipedia.org/wiki/Karl_Emanuel_Klitzsch
Friedrich Klose	1862	1942	https://en.wikipedia.org/wiki/Friedrich_Klose
August Klughardt	1847	1902	https://en.wikipedia.org/wiki/August_Klughardt
Justin Heinrich Knecht	1752	1817	https://en.wikipedia.org/wiki/Justin_Heinrich_Knecht
Andreas Kneller	1649	1724	https://en.wikipedia.org/wiki/Andreas_Kneller
Lev Knipper	1898	1974	https://en.wikipedia.org/wiki/Lev_Knipper
Sebastian Knüpfer	1633	1676	https://en.wikipedia.org/wiki/Sebastian_Kn%C3%BCpfer
Marcelo Koc	1918	2006	https://en.wikipedia.org/wiki/Marcelo_Koc
Zoltán Kodály	1882	1967	https://en.wikipedia.org/wiki/Zolt%C3%A1n_Kod%C3%A1ly
Charles Koechlin	1867	1950	https://en.wikipedia.org/wiki/Charles_Koechlin
Hans von Koessler	1853	1926	https://en.wikipedia.org/wiki/Hans_von_Koessler
Jan Koetsier	1911	2006	https://en.wikipedia.org/wiki/Jan_Koetsier
Karl Kohaut	1726	1784	https://en.wikipedia.org/wiki/Karl_Kohaut
Erland von Koch	1910	2009	https://en.wikipedia.org/wiki/Erland_von_Koch
Günter Kochan	1930	2009	https://en.wikipedia.org/wiki/G%C3%BCnter_Kochan
Ludwig von Köchel	1800	1877	https://en.wikipedia.org/wiki/Ludwig_von_K%C3%B6chel
Ernesto Köhler	1849	1907	https://en.wikipedia.org/wiki/Ernesto_K%C3%B6hler
Ellis B	1916	2000	https://en.wikipedia.org/wiki/Ellis_Kohs
Joonas Kokkonen	1921	1996	https://en.wikipedia.org/wiki/Joonas_Kokkonen
Walter Kollo	1878	1940	https://en.wikipedia.org/wiki/Walter_Kollo
Karel Komzák I	1823	1893	https://en.wikipedia.org/wiki/Karel_Komz%C3%A1k_I
Karel Komzák II	1850	1905	https://en.wikipedia.org/wiki/Karel_Komz%C3%A1k_II
Servaes de Koninck	1654	1701	https://en.wikipedia.org/wiki/Servaes_de_Koninck
Herman David Koppel	1908	1998	https://en.wikipedia.org/wiki/Herman_David_Koppel
Karel Blažej Kopřiva	1756	1785	https://en.wikipedia.org/wiki/Karel_Bla%C5%BEej_Kop%C5%99iva
Václav Jan Kopřiva	1708	1789	https://en.wikipedia.org/wiki/V%C3%A1clav_Jan_Kop%C5%99iva
Nikolai Korndorf	1947	2001	https://en.wikipedia.org/wiki/Nikolai_Korndorf
Erich Wolfgang Korngold	1897	1957	https://en.wikipedia.org/wiki/Erich_Wolfgang_Korngold
Viktor Kosenko	1896	1938	https://en.wikipedia.org/wiki/Viktor_Kosenko
Hans Kotter	1485	1541	https://en.wikipedia.org/wiki/Hans_Kotter
Leopold Kozeluch	1747	1818	https://en.wikipedia.org/wiki/Leopold_Kozeluch
Marjan Kozina	1907	1965	https://en.wikipedia.org/wiki/Marjan_Kozina
Pylyp Kozytskiy	1893	1960	https://en.wikipedia.org/wiki/Pylyp_Kozytskiy
Antonín Kraft	1749	1820	https://en.wikipedia.org/wiki/Anton%C3%ADn_Kraft
Mathilde Kralik	1857	1944	https://en.wikipedia.org/wiki/Mathilde_Kralik
Hans Krása	1899	1944	https://en.wikipedia.org/wiki/Hans_Kr%C3%A1sa
Joseph Martin Kraus	1756	1792	https://en.wikipedia.org/wiki/Joseph_Martin_Kraus
Johann Ludwig Krebs	1713	1780	https://en.wikipedia.org/wiki/Johann_Ludwig_Krebs
Johann Tobias Krebs	1690	1762	https://en.wikipedia.org/wiki/Johann_Tobias_Krebs
Fritz Kreisler	1875	1962	https://en.wikipedia.org/wiki/Fritz_Kreisler
Ernst Krenek	1900	1991	https://en.wikipedia.org/wiki/Ernst_Krenek
Franz Krenn	1818	1897	https://en.wikipedia.org/wiki/Franz_Krenn
Conradin Kreutzer	1780	1849	https://en.wikipedia.org/wiki/Conradin_Kreutzer
Rodolphe Kreutzer	1766	1831	https://en.wikipedia.org/wiki/Rodolphe_Kreutzer
Adam Krieger	1634	1666	https://en.wikipedia.org/wiki/Adam_Krieger
Johann Philipp Krieger	1649	1725	https://en.wikipedia.org/wiki/Johann_Philipp_Krieger
Johann Krieger	1651	1735	https://en.wikipedia.org/wiki/Johann_Krieger
Franz Krommer	1759	1831	https://en.wikipedia.org/wiki/Franz_Krommer
Jean	1742	1790	https://en.wikipedia.org/wiki/Jean-Baptiste_Krumpholz
Gail Kubik	1914	1984	https://en.wikipedia.org/wiki/Gail_Kubik
Jan Křtitel Kuchař	1751	1829	https://en.wikipedia.org/wiki/Jan_K%C5%99titel_Kucha%C5%99
Joseph Küffner	1776	1856	https://en.wikipedia.org/wiki/Joseph_K%C3%BCffner
Friedrich Kuhlau	1786	1832	https://en.wikipedia.org/wiki/Friedrich_Kuhlau
Johann Kuhnau	1660	1722	https://en.wikipedia.org/wiki/Johann_Kuhnau
August Kühnel	1645	1700	https://en.wikipedia.org/wiki/August_K%C3%BChnel
Theodor Kullak	1818	1882	https://en.wikipedia.org/wiki/Theodor_Kullak
Eduard Künneke	1885	1953	https://en.wikipedia.org/wiki/Eduard_K%C3%BCnneke
Friedrich Ludwig Aemilius Kunzen	1761	1817	https://en.wikipedia.org/wiki/F.L.%C3%86._Kunzen
Robert Kurka	1921	1957	https://en.wikipedia.org/wiki/Robert_Kurka
Karol Kurpiński	1785	1857	https://en.wikipedia.org/wiki/Karol_Kurpi%C5%84ski
Johann Sigismund Kusser	1660	1727	https://en.wikipedia.org/wiki/Johann_Sigismund_Kusser
Toivo Kuula	1883	1918	https://en.wikipedia.org/wiki/Toivo_Kuula
Elisabeth Kuyper	1877	1953	https://en.wikipedia.org/wiki/Elisabeth_Kuyper
