name,born,died,url,spotify_id,spotify_related_artist_idsMary Anne à Beckett,1817,1863,https://en.wikipedia.org/wiki/Mary_Anne_%C3%A0_Beckett,,
Francesco Bianchi,1752,1810,https://en.wikipedia.org/wiki/Francesco_Bianchi_(musician),7qoQrmqalBc53mgVGugcOU,
Lycia de Biase Bidart,1910,1990,https://en.wikipedia.org/wiki/Lycia_de_Biase_Bidart,,
Carl Heinrich Biber,1681,1749,https://en.wikipedia.org/wiki/Carl_Heinrich_Biber,7kuuItAtodGbrShZAwNFLE,2648:3106:1936:2033:1326:334:1519:3085
Heinrich Ignaz Franz von Biber,1644,1704,https://en.wikipedia.org/wiki/Heinrich_Ignaz_Franz_von_Biber,2kMM5v3f7rti00gIbVc1Tk,
Franz Xaver Biebl,1906,2001,https://en.wikipedia.org/wiki/Franz_Biebl,2Fo8Ekjb2ccInXRex19G9B,
Auguste van Biene,1849,1913,https://en.wikipedia.org/wiki/Auguste_van_Biene,,
Diogenio Bigaglia,1676,1745,https://en.wikipedia.org/w/index.php?title=Diogenio_Bigaglia&action=edit&redlink=1,3847ApYcbeg15SP6ItddZi,1219:368:906:422:671:1847:2594:1186
Marie Bigot,1786,1820,https://en.wikipedia.org/wiki/Marie_Bigot,6gaibOEI7HeV6P9YP0vK2n,
William Billings,1746,1800,https://en.wikipedia.org/wiki/William_Billings,2wqMB8bWGc53kP74XLbQX1,2806:185:2471:2654
Elizabeth Weichsell Billington,1768,1818,https://en.wikipedia.org/wiki/Elizabeth_Weichsell_Billington,,
Alberto Bimboni,1882,1960,https://en.wikipedia.org/wiki/Alberto_Bimboni,,
Gilles Binchois,1400,1460,https://en.wikipedia.org/wiki/Gilles_Binchois,2pSVLhGKZZufqWFWUW7CGG,745:845:1069:1004:1751:2098:1412:1019:2704:1477:2798:1889:1428:2477:1925:3447:1799
Abraham Wolfe Binder,1895,1966,https://en.wikipedia.org/wiki/Abraham_Binder,,
Ronald Binge,1910,1979,https://en.wikipedia.org/wiki/Ronald_Binge,5gY5dmigRymk4wP0jb7DsG,1028:1405:3418:1143:766:975:1862:1832:1545:2616:2753:621:1964:851:2786
Jocelyne Binet,1923,1968,https://en.wikipedia.org/wiki/Jocelyne_Binet,,
Seth Bingham,1882,1972,https://en.wikipedia.org/wiki/Seth_Bingham,6HDpGMap7DhaoZhSlyYpRD,
Stanislav Binički,1872,1942,https://en.wikipedia.org/wiki/Stanislav_Bini%C4%8Dki,4jsCW8EvgFDiphsC7oW6Rl,
Antonio Bioni,1698,1739,https://en.wikipedia.org/wiki/Antonio_Bioni,64jkcNSHXc2SsUFxbgoGbv,
Wenzel Raimund Birck,1718,1763,https://en.wikipedia.org/wiki/Wenzel_Raimund_Birck,5gX5uyzoFdvHckKalLhJve,
Arthur H,1856,1923,https://en.wikipedia.org/wiki/Arthur_Bird,2nYkI1rHgPRp95pTmO9GZR,
Johann Adam Birkenstock,1687,1733,https://en.wikipedia.org/wiki/Johann_Adam_Birkenstock,6daXp6thw9r91Z0UnczPfY,
Hermann Bischoff,1868,1936,https://en.wikipedia.org/wiki/Hermann_Bischoff,3avQlyuZ0xuhq4QL1T6FO9,
Henry Rowley Bishop,1786,1855,https://en.wikipedia.org/wiki/Henry_Bishop_(composer),72unlo2BMZwtX4B85ESIjL,2462:2806:709:2893:185:3052:2593
Próspero Bisquertt Prado,1881,1959,https://en.wikipedia.org/w/index.php?title=Pr%C3%B3spero_Bisquertt_Prado&action=edit&redlink=1,,
Roberta Bitgood,1908,2007,https://en.wikipedia.org/wiki/Roberta_Bitgood,5bsq6w0NiVlKGXOtoo610w,
Georges Bizet,1838,1875,https://en.wikipedia.org/wiki/Georges_Bizet,2D7RkvtKKb6E5UmbjQM1Jd,2739:1267:3351:2930:3401:3003:997:2897:1136:1659:1549:2784:3161:539:465:1630:3010:737:975
Boris Blacher,1903,1975,https://en.wikipedia.org/wiki/Boris_Blacher,3bYCtwARuXzI7c7eplC8P2,511:1161:1290:1982:1400:2658:1699:2644:3386
Helen Blackwood,1807,1867,https://en.wikipedia.org/wiki/Helen_Blackwood,,
Leopoldine Blahetka,1809,1885,https://en.wikipedia.org/wiki/Leopoldine_Blahetka,20Vc9PKK2t39hHZqhq4e5s,
Eubie Blake,1883,1983,https://en.wikipedia.org/wiki/Eubie_Blake,35Y7WdrKm5TItu5yHOJ69U,2075:1922:1050:2476:1764
William Burdine Blake,1852,1938,"https://en.wikipedia.org/wiki/William_Burdine_Blake,_Sr.",,
Adolphe Blanc,1828,1885,https://en.wikipedia.org/wiki/Adolphe_Blanc,79FCxej0JOZ9XfsD9ZMMPV,
Blanche of Castile,1188,1252,https://en.wikipedia.org/wiki/Blanche_of_Castile,,
Emile,1877,1943,https://en.wikipedia.org/wiki/Emile-Robert_Blanchet,04GyI7oxOsaUqKfz884Tbz,
Olga De Blanck Martín,1916,1998,https://en.wikipedia.org/wiki/Olga_De_Blanck_Mart%C3%ADn,,
Maria Theresa Bland,1769,1838,https://en.wikipedia.org/wiki/Maria_Theresa_Bland,,
Frédéric Blasius,1758,1829,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Blasius,,
Michel Blavet,1700,1768,https://en.wikipedia.org/wiki/Michel_Blavet,6L1kCjxAKIWpEaJjYbOsDX,1076:2931:1252:2322:1461:3328:896:3420:2057:2664:2461:1646:2043:980:644
Arthur Bliss,1891,1975,https://en.wikipedia.org/wiki/Arthur_Bliss,3HbYuCFRHmbFH1spvdBL0j,2786:766:1018:1832:1862:535:437:1620:3019:363:3258:1303
Marc Blitzstein,1905,1964,https://en.wikipedia.org/wiki/Marc_Blitzstein,1V4eSCVoSvXfmyJMqhvcIq,
André Bloch,1873,1960,https://en.wikipedia.org/wiki/Andr%C3%A9_Bloch_(composer),5PsotHRY6BuBY5KNUoPNAM,994:2789
Augustyn Bloch,1929,2006,https://en.wikipedia.org/wiki/Augustyn_Bloch,0AlmS0pujK4uoZl0IHaf8E,
Ernest Bloch,1880,1959,https://en.wikipedia.org/wiki/Ernest_Bloch,4s7qI7HT1XDzotj6IYNEuJ,1819:1829:2438:2353:2783:1265:1998:1793:2536:186:766:931:1870:1251:1856:3198:2275:3413:1143
Vilém Blodek,1834,1874,https://en.wikipedia.org/wiki/Vil%C3%A9m_Blodek,3Vem6ueDtKBDiztoONXk7w,1388:2707:2522:3078:2025:490
Karl,1916,1968,https://en.wikipedia.org/wiki/Karl-Birger_Blomdahl,3fyr5uksidSlLzsUjRIz5A,1485:3408
Patricia Blomfield Holt,1910,2003,https://en.wikipedia.org/wiki/Patricia_Blomfield_Holt,,
John Blow,1649,1708,https://en.wikipedia.org/wiki/John_Blow,0AfS5tMQlvgBOqrZV2Njhy,1098:993:974:3429:2939:959:1662:2027:1257:2665:3028:1508:1652:1414:915:1474
Felix Blumenfeld,1863,1931,https://en.wikipedia.org/wiki/Felix_Blumenfeld,1Zfx7fd8bBriZurkfPe9aF,2394:3138:1935:2281:1806:1861:3187:2282:3210:3211
Howard Boatwright,1918,1999,https://en.wikipedia.org/wiki/Howard_Boatwright,1ZkLfn9Tu8xJIIJ7cXJLSf,
Luigi Boccherini,1743,1805,https://en.wikipedia.org/wiki/Luigi_Boccherini,2l4vGfFV7e46yO8lxfxR76,2956:2642:3217:1068:301:102:1747:3379:3270:2331:3233:2955:2464:1538:1592:2164:2227
Nicolas Bochsa,1789,1856,https://en.wikipedia.org/wiki/Nicolas_Bochsa,2Ma4p83lvJ8z29BfiIi6Fb,2703:1936:35:1121:2131:1696:236:1165:2206:1789:1348:3423:2682:3251:2033
Berta Bock,1857,1945,https://en.wikipedia.org/wiki/Berta_Bock,,
Philipp Friedrich Böddecker,1607,1683,https://en.wikipedia.org/wiki/Philipp_Friedrich_B%C3%B6ddecker,6LfjFLNJr2pN0eGcWjZLYF,
Erhard Bodenschatz,1576,1636,https://en.wikipedia.org/wiki/Erhard_Bodenschatz,2lGlMoZrLwnp8SDlxE7lw5,
Josina Anna Petronella van Boetzelaer,1733,1787,https://en.wikipedia.org/wiki/Josina_van_Aerssen,,
Joseph Bodin de Boismortier,1689,1775,https://en.wikipedia.org/wiki/Joseph_Bodin_de_Boismortier,725cpZyftwsHTeKR2fvf0q,1434:2939:2985:1508:2227:2325:3028:2750:2485:1474:959:1414:1352:2333:1083:1662
Sebastian Bodinus,1700,1759,https://en.wikipedia.org/wiki/Sebastian_Bodinus,3zFK509IeODrN8EtCzyQZi,2692:756:1402:2322:3521:2053:2903:3295:1647:304:2664:1330:2964:1410:3328:620:980:2043:314
August de Boeck,1865,1937,https://en.wikipedia.org/wiki/August_de_Boeck,5lo8hYYe5ROC6AcSBLmmvv,834:509
Ernst Boehe,1880,1938,https://en.wikipedia.org/w/index.php?title=Ernst_Boehe&action=edit&redlink=1,28XgJJXMXNEgvWXwcJEXCB,
Léon Boëllmann,1862,1897,https://en.wikipedia.org/wiki/L%C3%A9on_Bo%C3%ABllmann,5JUGrpOsWQXUqMrAZWhFHh,1568:1238:2141:1254:2682:1251:2073:1686:81:695:2094:1455:3366
Alexandre Pierre François Boëly,1785,1858,https://en.wikipedia.org/wiki/Alexandre_Pierre_Fran%C3%A7ois_Bo%C3%ABly,712qGFecAptplIkITwkfVq,1238:670:2180:1960:1254:2980
Antoine Boësset,1586,1643,https://en.wikipedia.org/wiki/Antoine_Bo%C3%ABsset,6LNlFXtrM7I8hyCeSqcq4u,2931:1163:980:2461:1679:1123:620:1461:1040:886:2128:1076:1530:896
Jean,1614,1685,https://en.wikipedia.org/wiki/Jean-Baptiste_Bo%C3%ABsset,2ipBhKpOYqs6BbysLNGye6,
Nikita Bogoslovsky,1913,2004,https://en.wikipedia.org/wiki/Nikita_Bogoslovsky,4GoCZyo3f6UaYlS0vxXY4W,
Georg Böhm,1661,1733,https://en.wikipedia.org/wiki/Georg_B%C3%B6hm,4KYe1HJHffNWsZCg9ak24H,
Theobald Böhm,1794,1881,https://en.wikipedia.org/wiki/Theobald_Boehm,,
Oskar Böhme,1870,1938,https://en.wikipedia.org/wiki/Oskar_B%C3%B6hme,79C14gsIwez4amjZnh4koo,2352
Emil Bohnke,1888,1928,https://en.wikipedia.org/wiki/Emil_Bohnke,2IhPstkSwO0S3MCZYy4xy1,2335:2653:1692:2376:1442:3000
Francois,1775,1834,https://en.wikipedia.org/wiki/Francois-Adrien_Boieldieu,7aTrNow5t83oG1PBpwRx1P,
Rob du Bois,1934,2013,https://en.wikipedia.org/wiki/Rob_du_Bois,3tq0IUyMZkP3I5F4fw3XEr,
Arrigo Boito,1842,1918,https://en.wikipedia.org/wiki/Arrigo_Boito,4QHgItlRsXcYDTm3eJoFDP,1007:2425:2586:1155:3277:2713:954:3493:2409:2359
Anne Boleyn,1507,1536,https://en.wikipedia.org/wiki/Anne_Boleyn,1XV6tGrpPIBlLC7j37V8aR,
Bartolomeo da Bologna,1405,1427,https://en.wikipedia.org/wiki/Bartolomeo_da_Bologna,,
Joseph Bologne,1745,1799,https://en.wikipedia.org/wiki/Chevalier_de_Saint-Georges,1ABrfN5TXCumb2XdkjiaYw,
Ginés de Boluda,1545,1604,https://en.wikipedia.org/wiki/Gin%C3%A9s_de_Boluda,,
João Domingos Bomtempo,1775,1842,https://en.wikipedia.org/wiki/Jo%C3%A3o_Domingos_Bomtempo,2bhL4RP4BMjpGW8YSs5eJy,1091:1121:1119:1165:2887:2807:3414:1101:2206:775:2703:2488:3476:2448:236:1696:2526:2409
Anna Bon,1739,1767,https://en.wikipedia.org/wiki/Anna_Bon,58rlxM501OUaEwfpn5a5FF,
Ferdinando Bonazzi,1764,1845,https://en.wikipedia.org/w/index.php?title=Ferdinando_Bonazzi_(musician)&action=edit&redlink=1,1JQXtTYT3fWOM16DmQchIG,
Capel Bond,1730,1790,https://en.wikipedia.org/wiki/Capel_Bond,0XNX2voncTfhNN7TALyQ5w,2002:297:1172:1472
Carrie Bond,1862,1946,https://en.wikipedia.org/wiki/Carrie_Bond,6gziDfXpoXKQHgonpdJkbx,383
Emmanuel Bondeville,1898,1987,https://en.wikipedia.org/wiki/Emmanuel_Bondeville,6XpFoVSvLBf14GYcn1ifYj,
Margaret Allison Bonds,1913,1972,https://en.wikipedia.org/wiki/Margaret_Allison_Bonds,4TLyDHbCKa5T5M8XkQhhk8,
Luiz Bonfá,1922,2001,https://en.wikipedia.org/wiki/Luiz_Bonf%C3%A1,174ThXFgQg2VCq9r3m8ceb,132:330
Andrée Bonhomme,1905,1982,https://en.wikipedia.org/wiki/Andr%C3%A9e_Bonhomme,,
Severo Bonini,1582,1663,https://en.wikipedia.org/wiki/Severo_Bonini,0KHc3SFcMBIEV75uSNQGIV,
Mélanie Bonis,1858,1937,https://en.wikipedia.org/wiki/M%C3%A9lanie_Bonis,1LauM5YBWB1nIe6KRwKNdG,2582:560:1687:1113:3509:2364:2420:2855:1512
Paul Bonneau,1918,1995,https://en.wikipedia.org/wiki/Paul_Bonneau,0nhwbpIOp7m3GrBzXPhJI9,
Joseph Bonnet,1884,1944,https://en.wikipedia.org/wiki/Joseph_Bonnet,3WlXuBBrAt614DUXkWtUX0,2633:1686:2544:2094:3366:1561
Antonio Maria Bononcini,1677,1726,https://en.wikipedia.org/wiki/Antonio_Maria_Bononcini,3Ny8mgw0PCrdmnFrlGG6Re,1219:906:368:1847:1186:1506:422:2814
Giovanni Bononcini,1670,1747,https://en.wikipedia.org/wiki/Giovanni_Bononcini,6fFYij0rd4LFGIOka3r6j5,2664:2322:947:456:980:3375:3521:961:2738:1402:1410:1367:2964:3295:3328:2896:1362
Giovanni Maria Bononcini,1642,1678,https://en.wikipedia.org/wiki/Giovanni_Maria_Bononcini,3GD6ticaiJIz7W3UPccNac,331:947:2896:2322:3297
Francesco Antonio Bonporti,1672,1749,https://en.wikipedia.org/wiki/Francesco_Antonio_Bonporti,2QiGKmhk4lIwwnNjC3YjrR,3306:2043:2322:3295:3328:1755:947:2495:2903:2621:3453:1252:3521:314:620:1646:1327
Giovanni Andrea Bontempi,1624,1705,https://en.wikipedia.org/wiki/Giovanni_Andrea_Bontempi,1RadFhsRMiRHGdiQTFeveB,
Henriette van den Boorn,1866,1945,https://en.wikipedia.org/wiki/Henriette_van_den_Boorn-Coclet,,
Francis Boott,1813,1904,https://en.wikipedia.org/wiki/Francis_Boott_(composer),,
Modesta Bor,1926,1998,https://en.wikipedia.org/wiki/Modesta_Bor,5qSCXd0JMwjFLR1S6MacXd,
Melchior Borchgrevinck,1570,1632,https://en.wikipedia.org/wiki/Melchior_Borchgrevinck,5wovsI5xSpuctU83zDdx14,2891:51
Johanna Bordewijk,1892,1971,https://en.wikipedia.org/wiki/Johanna_Bordewijk-Roepman,2s5GTlvlaYwnUO3SzO7xkv,
Oscar Borg,1851,1930,https://en.wikipedia.org/wiki/Oscar_Borg,2hawR5SIPj1qZdlrE6PBf1,
Raúl Borges,1882,1967,https://en.wikipedia.org/wiki/Ra%C3%BAl_Borges,6sqGkhBAVpOC4TGtNr9Ou7,
François Borne,1840,1920,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Borne,7IowNOPqTqoyzCCvsht2yI,
Alexander Borodin,1833,1887,https://en.wikipedia.org/wiki/Alexander_Borodin,34MYamymtmnsmpwbqydd7I,2557:1815:2842:2737:554:2739:2359:3161:3082:1267:1966:341:2909:1142:608
Felix Borowski,1872,1956,https://en.wikipedia.org/wiki/Felix_Borowski,2bUaQNYeXNjJtVadboLZRg,2361:1137:1876
Teresa Borràs i Fornell,1923,2010,https://en.wikipedia.org/wiki/Teresa_Borr%C3%A0s_i_Fornell,,
Hakon Børresen,1876,1954,https://en.wikipedia.org/wiki/Hakon_B%C3%B8rresen,2YDS6vJNY7WmVyI06YpRSK,1196:1835:231:3279:2537:2304:2875:2562:1251:2300:716:2908:1806:3289:1546:1935:2682
Pietro Paolo Borrono,1490,1563,https://en.wikipedia.org/w/index.php?title=Pietro_Paolo_Borrono&action=edit&redlink=1,0MbmLFVlzvaRvkAOvShanO,2891:2435:321:3330:3286:921:128:2019
Sergei Bortkiewicz,1877,1952,https://en.wikipedia.org/wiki/Sergei_Bortkiewicz,6PWNSwsUCJ9GaVvW4KcQ7Z,2282:215:2219:442:2967:2355:134:716:2296:2478:1608:3211:1211:3279:2356:2682
Dmitry Bortniansky,1751,1825,https://en.wikipedia.org/wiki/Dmitry_Bortniansky,120rJmJK7OSWyvtEIqG5XX,2259:2922:3516:3283:2840:2948:2887:2864:3343:2508:3256:1817:2057:1262:1165
Axel Borup,1924,2012,https://en.wikipedia.org/wiki/Axel_Borup-J%C3%B8rgensen,37GzZ5QYlbOSw504b1Tis7,931:984:1819
Cornelis Boscoop,1531,1573,https://en.wikipedia.org/wiki/Cornelis_Boscoop,,
Henriëtte Bosmans,1895,1952,https://en.wikipedia.org/wiki/Henri%C3%ABtte_Bosmans,5bNFLmJp3BqHafTm6ZzIsj,1141:3357:802:1965:2684
Costante Adolfo Bossi,1876,1953,https://en.wikipedia.org/wiki/Costante_Adolfo_Bossi,0cpwUuBGpKmDVEvgklhRl3,
Marco Enrico Bossi,1861,1925,https://en.wikipedia.org/wiki/Marco_Enrico_Bossi,3SFUpfsXY1YjTNf15T3kKM,2094:81:2141:1686:670:1254:3366:2633:3110:1149
Franciscus Bossinensis,1509,1511,https://en.wikipedia.org/wiki/Franciscus_Bossinensis,360A08X67THIvQXZe14XDs,2056:2225:2435:423:3286
George Botsford,1874,1949,https://en.wikipedia.org/wiki/George_Botsford,6W5jr6xQ6tgFqfmsA795Wk,2163
Hans Bottermund,1892,1949,https://en.wikipedia.org/wiki/Hans_Bottermund,0bS2uWjV5A5Bfnq99N2moj,188:1337
Giovanni Bottesini,1821,1889,https://en.wikipedia.org/wiki/Giovanni_Bottesini,1cRTNFbSHeoVdpbNRy6bSO,2807:846:566:3116:1101:2409:3187:1091:2586:3493:341:2042:1119:3205:1121
Marianna Bottini,1802,1858,https://en.wikipedia.org/wiki/Marianna_Bottini,2ia2tsO5VLRbr7kQHSTKaj,
Raimondo Boucheron,1800,1876,https://en.wikipedia.org/wiki/Raimondo_Boucheron,05LlZ3sg0BGK7HclV72MCz,
André Boucourechliev,1925,1997,https://en.wikipedia.org/wiki/Andr%C3%A9_Boucourechliev,4ikvviCa5G0KQDYUSpUwfs,2299:2672:1192:391:1020:1737
Rutland Boughton,1878,1960,https://en.wikipedia.org/wiki/Rutland_Boughton,1iYJhvZw9lRmXON7RQQtoY,3091
Georges Boulanger,1893,1958,https://en.wikipedia.org/wiki/Georges_Boulanger_(violinist),4aoJFmFXwZgfrJLZ9ZcitL,
Lili Boulanger,1883,1918,https://en.wikipedia.org/wiki/Lili_Boulanger,2ryY5UTorD1MXmnOcC7jCi,2989:3418:2902:1999:279:1251:763:2883:1981:3019:2346:1303:264:1875:535:621:3200
Nadia Boulanger,1887,1979,https://en.wikipedia.org/wiki/Nadia_Boulanger,1vfC2bld90kx966JTCSwf7,135:3445:902:372:3080:3255
Joséphine Boulay,1869,1925,https://en.wikipedia.org/wiki/Jos%C3%A9phine_Boulay,,
Pierre Boulez,1925,2016,https://en.wikipedia.org/wiki/Pierre_Boulez,2prZJWfQMnIgwUKxKcBxH7,1265:2422:2992:2192:2275:554:3164:3145:871
Louis Bourgeois,1515,1559,https://en.wikipedia.org/wiki/Louis_Bourgeois_(composer),1CkmNlYpPhp804URzq3Mw5,1879:2273:2270:2427:82:3466:1961
Jean,1662,1725,https://en.wikipedia.org/wiki/Jean-Baptiste_Drouart_de_Bousset,2ipBhKpOYqs6BbysLNGye6,
René Drouard de Bousset,1703,1760,https://en.wikipedia.org/wiki/Ren%C3%A9_Drouart_de_Bousset,3bBeuc8cgZCdsQOj1SFllC,
Josse Boutmy,1697,1779,https://en.wikipedia.org/wiki/Josse_Boutmy,3S7qFZY2jsOpoXsdvBmpcH,96:1330:2595:2642:2956
François Bouvard,1684,1760,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Bouvard,,
Guillaume Bouzignac,1592,1641,https://en.wikipedia.org/wiki/Guillaume_Bouzignac,7ejfqFJueP2cYQOAG1Pnhl,2128:725:2669:2594:896:1040:1163:1186:396
Fritz Bovet,1845,1888,https://en.wikipedia.org/wiki/Fritz_Bovet,,
York Bowen,1884,1961,https://en.wikipedia.org/wiki/York_Bowen,4ZEe9x4C6aBbIVc9z0fYex,3279:363:2908
Paul Bowles,1910,1999,https://en.wikipedia.org/wiki/Paul_Bowles,2knuu05hCTdPu7Lu8SfNlD,3008:1976:735
Euday Louis Bowman,1887,1949,https://en.wikipedia.org/wiki/Euday_L._Bowman,74PB1z2ur0cHRo5XRBPHYU,
Christian Ludwig Boxberg,1670,1729,https://en.wikipedia.org/wiki/Christian_Ludwig_Boxberg,7IEwyTyr9io0WmsqI7aBph,
William Boyce,1711,1779,https://en.wikipedia.org/wiki/William_Boyce_(composer),7ACr1vVXFFwfQVyJm9J54z,2939:308:1538:2227:1352:1508:3270:3126:1748:1083:2975:915:2750:3349:1487:2325:2332:3217
Brian Boydell,1917,2000,https://en.wikipedia.org/wiki/Brian_Boydell,59a2rWNcoKfadsp3MmiGeg,735:1736:2644
Ina Boyle,1889,1967,https://en.wikipedia.org/wiki/Ina_Boyle,3RdbYSKiIoLC7fR7dqhW6e,
Simon Boyleau,1544,1586,https://en.wikipedia.org/wiki/Simon_Boyleau,4USLwTZCfpE6dxdjgcMJCL,3015:1071
Anne Louise Boyvin d,1744,1824,https://en.wikipedia.org/wiki/Anne_Louise_Boyvin_d%27Hardancourt_Brillon_de_Jouy,,
Jacques Boyvin,1649,1706,https://en.wikipedia.org/wiki/Jacques_Boyvin,2l6TBQO0FETNrvSA1p1wB1,2128:2669:1040:1186:2594:2770:714:396:1163
Eugène Bozza,1905,1991,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Bozza,3yW0ivzA6bxlw1QwOAc33R,1488:1916:705:3200:649:1251:3268:3129:2352
Hans Brachrogge,1590,1638,https://en.wikipedia.org/wiki/Hans_Brachrogge,1wJkf5zHu5Jky4XYo5oEhz,
Jean Braconnier,1478,1512,https://en.wikipedia.org/wiki/Jean_Braconnier,,
William Brade,1560,1630,https://en.wikipedia.org/wiki/William_Brade,72CceCzVMQDJriXo0JCn0h,1064:3416:420:2272:3464:1433:2686:2474:1345:2785:1741:1270:2891
Scott Bradley,1891,1977,https://en.wikipedia.org/wiki/Scott_Bradley_(composer),5eMBbuCujgeBmh9mUrlWcT,1704:227
Edvard Fliflet Bræin,1924,1976,https://en.wikipedia.org/wiki/Edvard_Fliflet_Br%C3%A6in,4K8wvV4ydYloMMuhxUesSQ,840:2391
Antonio Braga,1929,2009,https://en.wikipedia.org/wiki/Antonio_Braga,367Xjnz9PuIpCMIzRuauQA,
Antônio Francisco Braga,1868,1945,https://en.wikipedia.org/wiki/Ant%C3%B4nio_Francisco_Braga,0aO297q2e1LZ4fMJnXQe13,2247:2431:761:1596:2062:3199
Gaetano Braga,1829,1907,https://en.wikipedia.org/wiki/Gaetano_Braga,4jENet8YRsVA4CAGeEQ3cH,2715
Joly Braga Santos,1924,1988,https://en.wikipedia.org/wiki/Joly_Braga_Santos,1G2iN1XrcMFgay8O8J2xP4,2204:3008:1809:1726:1303:3044:621
May Brahe,1884,1956,https://en.wikipedia.org/wiki/May_Brahe,6PGWi77gZxjWxZJ0qyvpiF,
Johannes Brahms,1833,1897,https://en.wikipedia.org/wiki/Johannes_Brahms,5wTAi7QkpP6kp8a54lmTOq,2401:997:3003:1355:3010:465:1659:2950:1267:2216:1136:2930:2784:316:3427:2489:539:3161:369:3351
Constantin Brăiloiu,1893,1958,https://en.wikipedia.org/wiki/Constantin_Br%C4%83iloiu,2zTLTj4g7hHFAGgRejTpRo,
Caspar Joseph Brambach,1833,1902,https://en.wikipedia.org/wiki/Caspar_Joseph_Brambach,,
Eddie Brandt,1920,2011,https://en.wikipedia.org/wiki/Eddie_Brandt,,
Willy Brandt,1869,1923,https://en.wikipedia.org/wiki/Willi_Brandt_(composer),5fJ6zFXZjFAfrJ43VGvFPD,
Jan Brandts Buys,1868,1933,https://en.wikipedia.org/wiki/Jan_Brandts_Buys,4M09807zPR7PPGr3ay6rsu,3397:2119:922
Gena Branscombe,1881,1977,https://en.wikipedia.org/wiki/Gena_Branscombe,6cQstIrs9zwnoPPcEzy3A7,
Henry Brant,1913,2008,https://en.wikipedia.org/wiki/Henry_Brant,7t8mj6giG01I6SStJHHqJU,2853:2318:3497:1324:1543:1737
Johannes Brassart,1405,1455,https://en.wikipedia.org/wiki/Johannes_Brassart,0L4r7W66gfDWtYC2AwsxYD,1751:2098:2798:1069:594:2690:1477:2477:2627:1428:2351:1799:1356:2983:2704:2572:3447
Louis Brassin,1840,1884,https://en.wikipedia.org/wiki/Louis_Brassin,4xcZIwtiZr1eyqsELutRik,
Jean Daniel Braun,1728,1740,https://en.wikipedia.org/w/index.php?title=Jean_Daniel_Braun&action=edit&redlink=1,4U5T0axBkiOINtRh1gO0H9,
Yehezkel Braun,1922,2014,https://en.wikipedia.org/wiki/Yehezkel_Braun,4eJ5kyTJ2QGMkFQrwXXRuF,
Walter Braunfels,1882,1954,https://en.wikipedia.org/wiki/Walter_Braunfels,3koIWgV5GAqdffPubTf2bi,3000:3004:1344:1779:1699
Johannes Bernardus van Bree,1801,1857,https://en.wikipedia.org/wiki/Johannes_Bernardus_van_Bree,494P5MPJqlYAinkhSwsnWp,
Josefina Brdlíková,1843,1910,https://en.wikipedia.org/wiki/Josefina_Brdl%C3%ADkov%C3%A1,,
Joseph Carl Breil,1870,1926,https://en.wikipedia.org/wiki/Joseph_Carl_Breil,,
Jacques Brel,1929,1978,https://en.wikipedia.org/wiki/Jacques_Brel,4RN2vlFWepLa46qQIU2PHs,448
Bettina Brentano,1785,1859,https://en.wikipedia.org/wiki/Bettina_Brentano,4kwW8o6pKmCUllQetd2o5G,
Jan Josef Ignác Brentner,1689,1742,https://en.wikipedia.org/wiki/Jan_Josef_Ign%C3%A1c_Brentner,43g0bZCwl83UNOmLfAujur,703
Giuseppe Antonio Brescianello,1690,1758,https://en.wikipedia.org/wiki/Giuseppe_Antonio_Brescianello,0umkbxC104PWkhWjw1lvoE,639:2322:3521:1330:2692:304:1362:1410:2664:947:1402:3328:3297:3134:620:2738:2964
Cesar Bresgen,1913,1988,https://en.wikipedia.org/wiki/Cesar_Bresgen,1ruEg6fMFYc970w12XgNwb,
Tomás Bretón,1850,1923,https://en.wikipedia.org/wiki/Tom%C3%A1s_Bret%C3%B3n,4waZFwB6hqGZseIxkrcHB1,3107:372:861
Jean,1753,1823,https://en.wikipedia.org/wiki/Jean-Baptiste_Br%C3%A9val,2ipBhKpOYqs6BbysLNGye6,
Giovanni Battista Brevi,1650,1725,https://en.wikipedia.org/wiki/Giovanni_Battista_Brevi,708K69SWOUKbdHtX9xMGaW,
Pierre de Bréville,1861,1949,https://en.wikipedia.org/wiki/Pierre_de_Br%C3%A9ville,6G9GL8AZsSOIeHSshi1iGb,1238:1686:2094:3199:847:998:3268:35:1527:2878:1999:1261
Thomas Brewer,1611,1660,https://en.wikipedia.org/wiki/Thomas_Brewer_(composer),4JZbWLT4ZWNLSyxO73LQDc,
Havergal Brian,1876,1972,https://en.wikipedia.org/wiki/Havergal_Brian,1iRxfXQfN3sjQhN7474FrC,2989:1875:1999:2883:1303:2093:3008:2786:621:1726:3019:705:264:363:535:437:1729
Giulio Briccialdi,1818,1881,https://en.wikipedia.org/wiki/Giulio_Briccialdi,6zi8TxFp3yLOlGfJ8HjUMJ,2131:1696:2206:2219:1789:2981:3106:2866:1936:3489:1012:888:1977:236:3414
Walter Bricht,1904,1970,https://en.wikipedia.org/wiki/Walter_Bricht,,
