name|born|died|url|era
Lennox Berkeley|1903|1989|https://en.wikipedia.org/wiki/Lennox_Berkeley|Unknown
Irving Berlin|1888|1989|https://en.wikipedia.org/wiki/Irving_Berlin|Unknown
Johan Daniel Berlin|1714|1787|https://en.wikipedia.org/wiki/Johan_Daniel_Berlin|Classical-era
Herman Berlinski|1910|2001|https://en.wikipedia.org/wiki/Herman_Berlinski|Unknown
Hector Berlioz|1803|1869|https://en.wikipedia.org/wiki/Hector_Berlioz|Romantic-era
Juan Bermudo|1510|1559|https://en.wikipedia.org/wiki/Juan_Bermudo|Renaissance
Ercole Bernabei|1622|1687|https://en.wikipedia.org/wiki/Ercole_Bernabei|Baroque
Giuseppe Antonio Bernabei|1649|1732|https://en.wikipedia.org/w/index.php?title=Giuseppe_Antonio_Bernabei&action=edit&redlink=1|Unknown
Miguel Bernal Jiménez|1910|1956|https://en.wikipedia.org/wiki/Miguel_Bernal_Jim%C3%A9nez|Unknown
Carmelo Alonso Bernaola|1929|2002|https://en.wikipedia.org/wiki/Carmelo_Bernaola|Unknown
Felix Bernard|1897|1944|https://en.wikipedia.org/wiki/Felix_Bernard|Unknown
Stefano Bernardi|1577|1637|https://en.wikipedia.org/wiki/Stefano_Bernardi|Renaissance-Baroque
Bernart de Ventadorn|1190|1200|https://en.wikipedia.org/wiki/Bernart_de_Ventadorn|url-Medieval
Lord Berners|1883|1950|https://en.wikipedia.org/wiki/Gerald_Tyrwhitt-Wilson,_14th_Baron_Berners|Unknown
Nicolas Bernier|1664|1734|https://en.wikipedia.org/wiki/Nicolas_Bernier|Baroque
Christoph Bernhard|1628|1692|https://en.wikipedia.org/wiki/Christoph_Bernhard|Baroque
Nicolas Bernier|1664|1734|https://en.wikipedia.org/wiki/Nicolas_Bernier|Baroque
Elmer Bernstein|1922|2004|https://en.wikipedia.org/wiki/Elmer_Bernstein|Unknown
Catalina Berroa|1849|1911|https://en.wikipedia.org/wiki/Catalina_Berroa|Unknown
Leonard Bernstein|1918|1990|https://en.wikipedia.org/wiki/Leonard_Bernstein|Unknown
Antonio Bertali|1605|1669|https://en.wikipedia.org/wiki/Antonio_Bertali|Baroque
Heinrich Berté|1858|1924|https://en.wikipedia.org/wiki/Heinrich_Bert%C3%A9|Unknown
Giovanni Pietro Berti|1590|1638|https://en.wikipedia.org/wiki/Giovanni_Pietro_Berti|Baroque
Louise Bertin|1805|1877|https://en.wikipedia.org/wiki/Louise_Bertin|Romantic-era
Toussaint Bertin de la Doué|1680|1743|https://en.wikipedia.org/wiki/Toussaint_Bertin_de_la_Dou%C3%A9|Baroque
Henri Bertini|1798|1876|https://en.wikipedia.org/wiki/Henri_Bertini|Unknown
Henri Montan Berton|1767|1844|https://en.wikipedia.org/wiki/Henri_Montan_Berton|Classical-era
Pierre Montan Berton|1727|1780|https://en.wikipedia.org/wiki/Pierre_Montan_Berton|Classical-era
Georg von Bertouch|1668|1743|https://en.wikipedia.org/wiki/Georg_von_Bertouch|Baroque
Anthoine de Bertrand|1530|1581|https://en.wikipedia.org/wiki/Antoine_de_Bertrand|Unknown
Arturo Berutti|1858|1938|https://en.wikipedia.org/wiki/Arturo_Berutti|Unknown
Franz Berwald|1796|1868|https://en.wikipedia.org/wiki/Franz_Berwald|Classical-Romantic
Johan Fredrik Berwald|1787|1861|https://en.wikipedia.org/wiki/Johan_Fredrik_Berwald|Unknown
Jean|1567|1625|https://en.wikipedia.org/wiki/Jean-Baptiste_Besard|Unknown
Alessandro Besozzi|1702|1775|https://en.wikipedia.org/wiki/Alessandro_Besozzi|Baroque-Classical
Antonio Besozzi|1714|1781|https://en.wikipedia.org/wiki/Antonio_Besozzi|Unknown
Carlo Besozzi|1738|1791|https://en.wikipedia.org/wiki/Carlo_Besozzi|Unknown
Cristoforo Besozzi|1661|1725|https://en.wikipedia.org/wiki/Cristoforo_Besozzi|Unknown
Francesco Besozzi|1766|1816|https://en.wikipedia.org/wiki/Francesco_Besozzi|Unknown
Gaetano Besozzi|1727|1798|https://en.wikipedia.org/wiki/Gaetano_Besozzi|Unknown
Girolamo Besozzi|1745|1788|https://en.wikipedia.org/wiki/Girolamo_Besozzi|Unknown
Giuseppe Besozzi|1686|1760|https://en.wikipedia.org/wiki/Giuseppe_Besozzi|Unknown
Louis Désiré Besozzi|1814|1879|https://en.wikipedia.org/wiki/Louis_D%C3%A9sir%C3%A9_Besozzi|Unknown
Paolo Girolamo Besozzi|1704|1778|https://en.wikipedia.org/wiki/Paolo_Girolamo_Besozzi|Unknown
William Thomas Best|1826|1897|https://en.wikipedia.org/wiki/William_Thomas_Best|Unknown
Bruno Bettinelli|1913|2004|https://en.wikipedia.org/wiki/Bruno_Bettinelli|Unknown
Frank Michael Beyer|1928|2008|https://en.wikipedia.org/wiki/Frank_Michael_Beyer|Unknown
Johanna Beyer|1888|1944|https://en.wikipedia.org/wiki/Johanna_Beyer|Unknown
Francesco Bianchi|1752|1810|https://en.wikipedia.org/wiki/Francesco_Bianchi_(musician)|Unknown
Lycia de Biase Bidart|1910|1990|https://en.wikipedia.org/wiki/Lycia_de_Biase_Bidart|Unknown
Carl Heinrich Biber|1681|1749|https://en.wikipedia.org/wiki/Carl_Heinrich_Biber|Baroque
Heinrich Ignaz Franz von Biber|1644|1704|https://en.wikipedia.org/wiki/Heinrich_Ignaz_Franz_von_Biber|Baroque
Franz Xaver Biebl|1906|2001|https://en.wikipedia.org/wiki/Franz_Biebl|Unknown
Auguste van Biene|1849|1913|https://en.wikipedia.org/wiki/Auguste_van_Biene|Unknown
Diogenio Bigaglia|1676|1745|https://en.wikipedia.org/w/index.php?title=Diogenio_Bigaglia&action=edit&redlink=1|Unknown
Marie Bigot|1786|1820|https://en.wikipedia.org/wiki/Marie_Bigot|Classical-Romantic
William Billings|1746|1800|https://en.wikipedia.org/wiki/William_Billings|Classical-era
Elizabeth Weichsell Billington|1768|1818|https://en.wikipedia.org/wiki/Elizabeth_Weichsell_Billington|Unknown
Alberto Bimboni|1882|1960|https://en.wikipedia.org/wiki/Alberto_Bimboni|Unknown
Gilles Binchois|1400|1460|https://en.wikipedia.org/wiki/Gilles_Binchois|url-Medieval
Abraham Wolfe Binder|1895|1966|https://en.wikipedia.org/wiki/Abraham_Binder|Unknown
Ronald Binge|1910|1979|https://en.wikipedia.org/wiki/Ronald_Binge|Unknown
Jocelyne Binet|1923|1968|https://en.wikipedia.org/wiki/Jocelyne_Binet|Unknown
Seth Bingham|1882|1972|https://en.wikipedia.org/wiki/Seth_Bingham|Unknown
Stanislav Binički|1872|1942|https://en.wikipedia.org/wiki/Stanislav_Bini%C4%8Dki|Romantic-era
Antonio Bioni|1698|1739|https://en.wikipedia.org/wiki/Antonio_Bioni|Baroque
Wenzel Raimund Birck|1718|1763|https://en.wikipedia.org/wiki/Wenzel_Raimund_Birck|Classical-era
Arthur H|1856|1923|https://en.wikipedia.org/wiki/Arthur_Bird|Unknown
Johann Adam Birkenstock|1687|1733|https://en.wikipedia.org/wiki/Johann_Adam_Birkenstock|Baroque
Hermann Bischoff|1868|1936|https://en.wikipedia.org/wiki/Hermann_Bischoff|Romantic-era
Henry Rowley Bishop|1786|1855|https://en.wikipedia.org/wiki/Henry_Bishop_(composer)|Unknown
Próspero Bisquertt Prado|1881|1959|https://en.wikipedia.org/w/index.php?title=Pr%C3%B3spero_Bisquertt_Prado&action=edit&redlink=1|Unknown
Roberta Bitgood|1908|2007|https://en.wikipedia.org/wiki/Roberta_Bitgood|Unknown
Georges Bizet|1838|1875|https://en.wikipedia.org/wiki/Georges_Bizet|Romantic-era
Boris Blacher|1903|1975|https://en.wikipedia.org/wiki/Boris_Blacher|Unknown
Helen Blackwood|1807|1867|https://en.wikipedia.org/wiki/Helen_Blackwood|Unknown
Leopoldine Blahetka|1809|1885|https://en.wikipedia.org/wiki/Leopoldine_Blahetka|Unknown
Eubie Blake|1883|1983|https://en.wikipedia.org/wiki/Eubie_Blake|Unknown
William Burdine Blake|1852|1938|https://en.wikipedia.org/wiki/William_Burdine_Blake,_Sr.|Unknown
Adolphe Blanc|1828|1885|https://en.wikipedia.org/wiki/Adolphe_Blanc|Romantic-era
Blanche of Castile|1188|1252|https://en.wikipedia.org/wiki/Blanche_of_Castile|Unknown
Emile|1877|1943|https://en.wikipedia.org/wiki/Emile-Robert_Blanchet|Unknown
Olga De Blanck Martín|1916|1998|https://en.wikipedia.org/wiki/Olga_De_Blanck_Mart%C3%ADn|Unknown
Maria Theresa Bland|1769|1838|https://en.wikipedia.org/wiki/Maria_Theresa_Bland|Classical-era
Frédéric Blasius|1758|1829|https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Blasius|Classical-era
Michel Blavet|1700|1768|https://en.wikipedia.org/wiki/Michel_Blavet|Baroque-Classical
Arthur Bliss|1891|1975|https://en.wikipedia.org/wiki/Arthur_Bliss|Unknown
Marc Blitzstein|1905|1964|https://en.wikipedia.org/wiki/Marc_Blitzstein|Unknown
André Bloch|1873|1960|https://en.wikipedia.org/wiki/Andr%C3%A9_Bloch_(composer)|Unknown
Augustyn Bloch|1929|2006|https://en.wikipedia.org/wiki/Augustyn_Bloch|Unknown
Ernest Bloch|1880|1959|https://en.wikipedia.org/wiki/Ernest_Bloch|Unknown
Vilém Blodek|1834|1874|https://en.wikipedia.org/wiki/Vil%C3%A9m_Blodek|Unknown
Karl|1916|1968|https://en.wikipedia.org/wiki/Karl-Birger_Blomdahl|Unknown
Patricia Blomfield Holt|1910|2003|https://en.wikipedia.org/wiki/Patricia_Blomfield_Holt|Unknown
John Blow|1649|1708|https://en.wikipedia.org/wiki/John_Blow|Baroque
Felix Blumenfeld|1863|1931|https://en.wikipedia.org/wiki/Felix_Blumenfeld|Unknown
Howard Boatwright|1918|1999|https://en.wikipedia.org/wiki/Howard_Boatwright|Unknown
Luigi Boccherini|1743|1805|https://en.wikipedia.org/wiki/Luigi_Boccherini|Baroque-Classical
Nicolas Bochsa|1789|1856|https://en.wikipedia.org/wiki/Nicolas_Bochsa|Classical-era
Berta Bock|1857|1945|https://en.wikipedia.org/wiki/Berta_Bock|Unknown
Philipp Friedrich Böddecker|1607|1683|https://en.wikipedia.org/wiki/Philipp_Friedrich_B%C3%B6ddecker|Baroque
Erhard Bodenschatz|1576|1636|https://en.wikipedia.org/wiki/Erhard_Bodenschatz|Unknown
Josina Anna Petronella van Boetzelaer|1733|1787|https://en.wikipedia.org/wiki/Josina_van_Aerssen|Unknown
Joseph Bodin de Boismortier|1689|1775|https://en.wikipedia.org/wiki/Joseph_Bodin_de_Boismortier|Baroque-Classical
Sebastian Bodinus|1700|1759|https://en.wikipedia.org/wiki/Sebastian_Bodinus|Baroque-Classical
August de Boeck|1865|1937|https://en.wikipedia.org/wiki/August_de_Boeck|Unknown
Ernst Boehe|1880|1938|https://en.wikipedia.org/w/index.php?title=Ernst_Boehe&action=edit&redlink=1|Unknown
Léon Boëllmann|1862|1897|https://en.wikipedia.org/wiki/L%C3%A9on_Bo%C3%ABllmann|Unknown
Alexandre Pierre François Boëly|1785|1858|https://en.wikipedia.org/wiki/Alexandre_Pierre_Fran%C3%A7ois_Bo%C3%ABly|Classical-Romantic
Antoine Boësset|1586|1643|https://en.wikipedia.org/wiki/Antoine_Bo%C3%ABsset|Renaissance-Baroque
Jean|1614|1685|https://en.wikipedia.org/wiki/Jean-Baptiste_Bo%C3%ABsset|Unknown
Nikita Bogoslovsky|1913|2004|https://en.wikipedia.org/wiki/Nikita_Bogoslovsky|Unknown
Georg Böhm|1661|1733|https://en.wikipedia.org/wiki/Georg_B%C3%B6hm|Baroque
Theobald Böhm|1794|1881|https://en.wikipedia.org/wiki/Theobald_Boehm|Unknown
Oskar Böhme|1870|1938|https://en.wikipedia.org/wiki/Oskar_B%C3%B6hme|Unknown
Emil Bohnke|1888|1928|https://en.wikipedia.org/wiki/Emil_Bohnke|Unknown
Francois|1775|1834|https://en.wikipedia.org/wiki/Francois-Adrien_Boieldieu|Unknown
Rob du Bois|1934|2013|https://en.wikipedia.org/wiki/Rob_du_Bois|Unknown
Arrigo Boito|1842|1918|https://en.wikipedia.org/wiki/Arrigo_Boito|Romantic-era
Anne Boleyn|1507|1536|https://en.wikipedia.org/wiki/Anne_Boleyn|Unknown
Bartolomeo da Bologna|1405|1427|https://en.wikipedia.org/wiki/Bartolomeo_da_Bologna|url-Medieval
Joseph Bologne|1745|1799|https://en.wikipedia.org/wiki/Chevalier_de_Saint-Georges|Unknown
Ginés de Boluda|1545|1604|https://en.wikipedia.org/wiki/Gin%C3%A9s_de_Boluda|Renaissance-Baroque
João Domingos Bomtempo|1775|1842|https://en.wikipedia.org/wiki/Jo%C3%A3o_Domingos_Bomtempo|Classical-Romantic
Anna Bon|1739|1767|https://en.wikipedia.org/wiki/Anna_Bon|Classical-era
Ferdinando Bonazzi|1764|1845|https://en.wikipedia.org/w/index.php?title=Ferdinando_Bonazzi_(musician)&action=edit&redlink=1|Unknown
Capel Bond|1730|1790|https://en.wikipedia.org/wiki/Capel_Bond|Baroque-Classical
Carrie Bond|1862|1946|https://en.wikipedia.org/wiki/Carrie_Bond|Unknown
Emmanuel Bondeville|1898|1987|https://en.wikipedia.org/wiki/Emmanuel_Bondeville|Unknown
Margaret Allison Bonds|1913|1972|https://en.wikipedia.org/wiki/Margaret_Allison_Bonds|Unknown
Luiz Bonfá|1922|2001|https://en.wikipedia.org/wiki/Luiz_Bonf%C3%A1|Unknown
Andrée Bonhomme|1905|1982|https://en.wikipedia.org/wiki/Andr%C3%A9e_Bonhomme|Unknown
Severo Bonini|1582|1663|https://en.wikipedia.org/wiki/Severo_Bonini|Renaissance-Baroque
Mélanie Bonis|1858|1937|https://en.wikipedia.org/wiki/M%C3%A9lanie_Bonis|Unknown
Paul Bonneau|1918|1995|https://en.wikipedia.org/wiki/Paul_Bonneau|Unknown
Joseph Bonnet|1884|1944|https://en.wikipedia.org/wiki/Joseph_Bonnet|Unknown
Antonio Maria Bononcini|1677|1726|https://en.wikipedia.org/wiki/Antonio_Maria_Bononcini|Baroque
Giovanni Bononcini|1670|1747|https://en.wikipedia.org/wiki/Giovanni_Bononcini|Baroque
Giovanni Maria Bononcini|1642|1678|https://en.wikipedia.org/wiki/Giovanni_Maria_Bononcini|Baroque
Francesco Antonio Bonporti|1672|1749|https://en.wikipedia.org/wiki/Francesco_Antonio_Bonporti|Baroque
Giovanni Andrea Bontempi|1624|1705|https://en.wikipedia.org/wiki/Giovanni_Andrea_Bontempi|Unknown
Henriette van den Boorn|1866|1945|https://en.wikipedia.org/wiki/Henriette_van_den_Boorn-Coclet|Unknown
Francis Boott|1813|1904|https://en.wikipedia.org/wiki/Francis_Boott_(composer)|Unknown
Modesta Bor|1926|1998|https://en.wikipedia.org/wiki/Modesta_Bor|Unknown
Melchior Borchgrevinck|1570|1632|https://en.wikipedia.org/wiki/Melchior_Borchgrevinck|Renaissance
Johanna Bordewijk|1892|1971|https://en.wikipedia.org/wiki/Johanna_Bordewijk-Roepman|Unknown
Oscar Borg|1851|1930|https://en.wikipedia.org/wiki/Oscar_Borg|Unknown
Raúl Borges|1882|1967|https://en.wikipedia.org/wiki/Ra%C3%BAl_Borges|Unknown
François Borne|1840|1920|https://en.wikipedia.org/wiki/Fran%C3%A7ois_Borne|Unknown
Alexander Borodin|1833|1887|https://en.wikipedia.org/wiki/Alexander_Borodin|Romantic-era
Felix Borowski|1872|1956|https://en.wikipedia.org/wiki/Felix_Borowski|Unknown
Teresa Borràs i Fornell|1923|2010|https://en.wikipedia.org/wiki/Teresa_Borr%C3%A0s_i_Fornell|Unknown
Hakon Børresen|1876|1954|https://en.wikipedia.org/wiki/Hakon_B%C3%B8rresen|Unknown
Pietro Paolo Borrono|1490|1563|https://en.wikipedia.org/w/index.php?title=Pietro_Paolo_Borrono&action=edit&redlink=1|Unknown
Sergei Bortkiewicz|1877|1952|https://en.wikipedia.org/wiki/Sergei_Bortkiewicz|Romantic-era
Dmitry Bortniansky|1751|1825|https://en.wikipedia.org/wiki/Dmitry_Bortniansky|Unknown
Axel Borup|1924|2012|https://en.wikipedia.org/wiki/Axel_Borup-J%C3%B8rgensen|Unknown
Cornelis Boscoop|1531|1573|https://en.wikipedia.org/wiki/Cornelis_Boscoop|Renaissance
Henriëtte Bosmans|1895|1952|https://en.wikipedia.org/wiki/Henri%C3%ABtte_Bosmans|Unknown
Costante Adolfo Bossi|1876|1953|https://en.wikipedia.org/wiki/Costante_Adolfo_Bossi|Unknown
Marco Enrico Bossi|1861|1925|https://en.wikipedia.org/wiki/Marco_Enrico_Bossi|Unknown
Franciscus Bossinensis|1509|1511|https://en.wikipedia.org/wiki/Franciscus_Bossinensis|Renaissance
George Botsford|1874|1949|https://en.wikipedia.org/wiki/George_Botsford|Unknown
Hans Bottermund|1892|1949|https://en.wikipedia.org/wiki/Hans_Bottermund|Unknown
Giovanni Bottesini|1821|1889|https://en.wikipedia.org/wiki/Giovanni_Bottesini|Romantic-era
Marianna Bottini|1802|1858|https://en.wikipedia.org/wiki/Marianna_Bottini|Unknown
Raimondo Boucheron|1800|1876|https://en.wikipedia.org/wiki/Raimondo_Boucheron|Unknown
André Boucourechliev|1925|1997|https://en.wikipedia.org/wiki/Andr%C3%A9_Boucourechliev|Unknown
Rutland Boughton|1878|1960|https://en.wikipedia.org/wiki/Rutland_Boughton|Unknown
Georges Boulanger|1893|1958|https://en.wikipedia.org/wiki/Georges_Boulanger_(violinist)|Unknown
Lili Boulanger|1883|1918|https://en.wikipedia.org/wiki/Lili_Boulanger|Unknown
Nadia Boulanger|1887|1979|https://en.wikipedia.org/wiki/Nadia_Boulanger|Unknown
Joséphine Boulay|1869|1925|https://en.wikipedia.org/wiki/Jos%C3%A9phine_Boulay|Unknown
Pierre Boulez|1925|2016|https://en.wikipedia.org/wiki/Pierre_Boulez|Unknown
Louis Bourgeois|1515|1559|https://en.wikipedia.org/wiki/Louis_Bourgeois_(composer)|Unknown
Jean|1662|1725|https://en.wikipedia.org/wiki/Jean-Baptiste_Drouart_de_Bousset|Unknown
René Drouard de Bousset|1703|1760|https://en.wikipedia.org/wiki/Ren%C3%A9_Drouart_de_Bousset|Unknown
Josse Boutmy|1697|1779|https://en.wikipedia.org/wiki/Josse_Boutmy|Baroque-Classical
François Bouvard|1684|1760|https://en.wikipedia.org/wiki/Fran%C3%A7ois_Bouvard|Baroque-Classical
Guillaume Bouzignac|1592|1641|https://en.wikipedia.org/wiki/Guillaume_Bouzignac|Renaissance-Baroque
Fritz Bovet|1845|1888|https://en.wikipedia.org/wiki/Fritz_Bovet|Unknown
York Bowen|1884|1961|https://en.wikipedia.org/wiki/York_Bowen|Unknown
Paul Bowles|1910|1999|https://en.wikipedia.org/wiki/Paul_Bowles|Unknown
Euday Louis Bowman|1887|1949|https://en.wikipedia.org/wiki/Euday_L._Bowman|Unknown
Christian Ludwig Boxberg|1670|1729|https://en.wikipedia.org/wiki/Christian_Ludwig_Boxberg|Baroque
William Boyce|1711|1779|https://en.wikipedia.org/wiki/William_Boyce_(composer)|Unknown
Brian Boydell|1917|2000|https://en.wikipedia.org/wiki/Brian_Boydell|Unknown
Ina Boyle|1889|1967|https://en.wikipedia.org/wiki/Ina_Boyle|Unknown
Simon Boyleau|1544|1586|https://en.wikipedia.org/wiki/Simon_Boyleau|Renaissance
Anne Louise Boyvin d|1744|1824|https://en.wikipedia.org/wiki/Anne_Louise_Boyvin_d%27Hardancourt_Brillon_de_Jouy|Unknown
Jacques Boyvin|1649|1706|https://en.wikipedia.org/wiki/Jacques_Boyvin|Baroque
Eugène Bozza|1905|1991|https://en.wikipedia.org/wiki/Eug%C3%A8ne_Bozza|Unknown
Hans Brachrogge|1590|1638|https://en.wikipedia.org/wiki/Hans_Brachrogge|Renaissance
Jean Braconnier|1478|1512|https://en.wikipedia.org/wiki/Jean_Braconnier|Renaissance
William Brade|1560|1630|https://en.wikipedia.org/wiki/William_Brade|Renaissance-Baroque
Scott Bradley|1891|1977|https://en.wikipedia.org/wiki/Scott_Bradley_(composer)|Unknown
Edvard Fliflet Bræin|1924|1976|https://en.wikipedia.org/wiki/Edvard_Fliflet_Br%C3%A6in|Unknown
Antonio Braga|1929|2009|https://en.wikipedia.org/wiki/Antonio_Braga|Unknown
Antônio Francisco Braga|1868|1945|https://en.wikipedia.org/wiki/Ant%C3%B4nio_Francisco_Braga|Unknown
Gaetano Braga|1829|1907|https://en.wikipedia.org/wiki/Gaetano_Braga|Unknown
Joly Braga Santos|1924|1988|https://en.wikipedia.org/wiki/Joly_Braga_Santos|Unknown
May Brahe|1884|1956|https://en.wikipedia.org/wiki/May_Brahe|Unknown
Johannes Brahms|1833|1897|https://en.wikipedia.org/wiki/Johannes_Brahms|Romantic-era
Constantin Brăiloiu|1893|1958|https://en.wikipedia.org/wiki/Constantin_Br%C4%83iloiu|Unknown
Caspar Joseph Brambach|1833|1902|https://en.wikipedia.org/wiki/Caspar_Joseph_Brambach|Unknown
Eddie Brandt|1920|2011|https://en.wikipedia.org/wiki/Eddie_Brandt|Unknown
Willy Brandt|1869|1923|https://en.wikipedia.org/wiki/Willi_Brandt_(composer)|Unknown
Jan Brandts Buys|1868|1933|https://en.wikipedia.org/wiki/Jan_Brandts_Buys|Romantic-era
Gena Branscombe|1881|1977|https://en.wikipedia.org/wiki/Gena_Branscombe|Unknown
Henry Brant|1913|2008|https://en.wikipedia.org/wiki/Henry_Brant|Unknown
Johannes Brassart|1405|1455|https://en.wikipedia.org/wiki/Johannes_Brassart|url-Medieval
Louis Brassin|1840|1884|https://en.wikipedia.org/wiki/Louis_Brassin|Romantic-era
Jean Daniel Braun|1728|1740|https://en.wikipedia.org/w/index.php?title=Jean_Daniel_Braun&action=edit&redlink=1|Unknown
Yehezkel Braun|1922|2014|https://en.wikipedia.org/wiki/Yehezkel_Braun|Unknown
Walter Braunfels|1882|1954|https://en.wikipedia.org/wiki/Walter_Braunfels|Unknown
Johannes Bernardus van Bree|1801|1857|https://en.wikipedia.org/wiki/Johannes_Bernardus_van_Bree|Unknown
Josefina Brdlíková|1843|1910|https://en.wikipedia.org/wiki/Josefina_Brdl%C3%ADkov%C3%A1|Unknown
Joseph Carl Breil|1870|1926|https://en.wikipedia.org/wiki/Joseph_Carl_Breil|Unknown
Jacques Brel|1929|1978|https://en.wikipedia.org/wiki/Jacques_Brel|Unknown
Bettina Brentano|1785|1859|https://en.wikipedia.org/wiki/Bettina_Brentano|Classical-era
Jan Josef Ignác Brentner|1689|1742|https://en.wikipedia.org/wiki/Jan_Josef_Ign%C3%A1c_Brentner|Baroque
Giuseppe Antonio Brescianello|1690|1758|https://en.wikipedia.org/wiki/Giuseppe_Antonio_Brescianello|Baroque-Classical
Cesar Bresgen|1913|1988|https://en.wikipedia.org/wiki/Cesar_Bresgen|Unknown
Tomás Bretón|1850|1923|https://en.wikipedia.org/wiki/Tom%C3%A1s_Bret%C3%B3n|Unknown
Jean|1753|1823|https://en.wikipedia.org/wiki/Jean-Baptiste_Br%C3%A9val|Unknown
Giovanni Battista Brevi|1650|1725|https://en.wikipedia.org/wiki/Giovanni_Battista_Brevi|Baroque
Pierre de Bréville|1861|1949|https://en.wikipedia.org/wiki/Pierre_de_Br%C3%A9ville|Unknown
Thomas Brewer|1611|1660|https://en.wikipedia.org/wiki/Thomas_Brewer_(composer)|Unknown
Havergal Brian|1876|1972|https://en.wikipedia.org/wiki/Havergal_Brian|Unknown
Giulio Briccialdi|1818|1881|https://en.wikipedia.org/wiki/Giulio_Briccialdi|Unknown
Walter Bricht|1904|1970|https://en.wikipedia.org/wiki/Walter_Bricht|Unknown
Frank Bridge|1879|1941|https://en.wikipedia.org/wiki/Frank_Bridge|Romantic-era
Wolfgang Carl Briegel|1626|1712|https://en.wikipedia.org/wiki/Wolfgang_Carl_Briegel|Baroque
Dora Bright|1862|1951|https://en.wikipedia.org/wiki/Dora_Bright|Unknown
Anne Louise Brillon de Jouy|1744|1824|https://en.wikipedia.org/wiki/Anne_Louise_Boyvin_d%27Hardancourt_Brillon_de_Jouy|Unknown
Antonio Brioschi|1725|1750|https://en.wikipedia.org/wiki/Antonio_Brioschi|Unknown
George Frederick Bristow|1825|1898|https://en.wikipedia.org/wiki/George_Frederick_Bristow|Unknown
Radie Britain|1899|1994|https://en.wikipedia.org/wiki/Radie_Britain|Unknown
Estêvão de Brito|1575|1641|https://en.wikipedia.org/wiki/Est%C3%AAv%C3%A3o_de_Brito|Renaissance-Baroque
Benjamin Britten|1913|1976|https://en.wikipedia.org/wiki/Benjamin_Britten|Romantic-era
Frantisek Brixi|1732|1771|https://en.wikipedia.org/wiki/Frantisek_Brixi|Unknown
Šimon Brixi|1693|1735|https://en.wikipedia.org/wiki/%C5%A0imon_Brixi|Baroque
Maria Brizzi Giorgi|1775|1822|https://en.wikipedia.org/wiki/Maria_Brizzi_Giorgi|Classical-era
Howard Brockway|1870|1951|https://en.wikipedia.org/wiki/Howard_Brockway|Unknown
Henri Brod|1799|1839|https://en.wikipedia.org/wiki/Henri_Brod|Unknown
Oswald Brodin|1914|1987|https://en.wikipedia.org/w/index.php?title=Oswald_Brodin&action=edit&redlink=1|Unknown
Roslyn Brogue|1919|1981|https://en.wikipedia.org/wiki/Roslyn_Brogue|Unknown
Natanael Broman|1887|1966|https://en.wikipedia.org/w/index.php?title=Natanael_Broman&action=edit&redlink=1|Unknown
Sten Broman|1902|1983|https://en.wikipedia.org/w/index.php?title=Sten_Broman&action=edit&redlink=1|Unknown
Gerhard Bronner|1922|2007|https://en.wikipedia.org/wiki/Gerhard_Bronner|Unknown
Big Bill Broonzy|1903|1958|https://en.wikipedia.org/wiki/Big_Bill_Broonzy|Unknown
Ingeborg von Bronsart|1840|1913|https://en.wikipedia.org/wiki/Ingeborg_von_Bronsart|Unknown
Riccardo Broschi|1698|1756|https://en.wikipedia.org/wiki/Riccardo_Broschi|Baroque-Classical
Sébastien de Brossard|1655|1730|https://en.wikipedia.org/wiki/S%C3%A9bastien_de_Brossard|Baroque
Earle Brown|1926|2002|https://en.wikipedia.org/wiki/Earle_Brown|Unknown
Nacio Herb Brown|1896|1964|https://en.wikipedia.org/wiki/Nacio_Herb_Brown|Unknown
Augusta Browne|1820|1882|https://en.wikipedia.org/wiki/Augusta_Browne|Unknown
Harriet Browne|1790|1858|https://en.wikipedia.org/wiki/Harriet_Browne|Classical-Romantic
John Browne|1480|1505|https://en.wikipedia.org/wiki/John_Browne_(composer)|Unknown
Dave Brubeck|1920|2012|https://en.wikipedia.org/wiki/Dave_Brubeck|Unknown
Rudolf Brucci|1917|2002|https://en.wikipedia.org/wiki/Rudolf_Brucci|Unknown
Max Bruch|1838|1920|https://en.wikipedia.org/wiki/Max_Bruch|Romantic-era
Arnold von Bruck|1500|1554|https://en.wikipedia.org/wiki/Arnold_von_Bruck|Renaissance
Gerard von Brucken Fock|1859|1935|https://en.wikipedia.org/wiki/Gerard_von_Brucken_Fock|Unknown
Anton Bruckner|1824|1896|https://en.wikipedia.org/wiki/Anton_Bruckner|Romantic-era
Joan Brudieu|1520|1591|https://en.wikipedia.org/wiki/Joan_Brudieu|Renaissance
Nicolaus Bruhns|1665|1697|https://en.wikipedia.org/wiki/Nicolaus_Bruhns|Baroque
Theo Bruins|1929|1993|https://en.wikipedia.org/wiki/Theo_Bruins|Unknown
Antoine Brumel|1512|1513|https://en.wikipedia.org/wiki/Antoine_Brumel|Renaissance
Albert E|1905|1977|https://en.wikipedia.org/wiki/Albert_E._Brumley|Unknown
Fritz Brun|1878|1959|https://en.wikipedia.org/wiki/Fritz_Brun|Unknown
Herbert Brün|1918|2000|https://en.wikipedia.org/wiki/Herbert_Br%C3%BCn|Unknown
