name|born|died|url|era
Mary Anne à Beckett|1817|1863|https://en.wikipedia.org/wiki/Mary_Anne_%C3%A0_Beckett|Unknown
Thorvald Aagaard|1877|1937|https://en.wikipedia.org/wiki/Thorvald_Aagaard|Unknown
Truid Aagesen|1593|1625|https://en.wikipedia.org/wiki/Truid_Aagesen|Renaissance
Heikki Aaltoila|1905|1992|https://en.wikipedia.org/wiki/Heikki_Aaltoila|Unknown
Juhan Aavik|1884|1982|https://en.wikipedia.org/wiki/Juhan_Aavik|Unknown
Evaristo Felice Dall|1675|1742|https://en.wikipedia.org/wiki/Evaristo_Felice_Dall%27Abaco|Unknown
Joseph Abaco|1710|1805|https://en.wikipedia.org/wiki/Joseph_Abaco|Baroque-Classical
Antonio Maria Abbatini|1595|1680|https://en.wikipedia.org/wiki/Antonio_Maria_Abbatini|Baroque
Gamal Abdel|1924|1988|https://en.wikipedia.org/wiki/Gamal_Abdel-Rahim|Unknown
Rosalina Abejo|1922|1991|https://en.wikipedia.org/wiki/Rosalina_Abejo|Unknown
Carl Friedrich Abel|1723|1787|https://en.wikipedia.org/wiki/Carl_Friedrich_Abel|Classical-era
Clamor Heinrich Abel|1634|1696|https://en.wikipedia.org/wiki/Clamor_Heinrich_Abel|Baroque
Ludwig Abel|1835|1895|https://en.wikipedia.org/wiki/Ludwig_Abel|Unknown
Peter Abelard|1079|1142|https://en.wikipedia.org/wiki/Peter_Abelard|url-Medieval
Nicanor Abelardo|1893|1934|https://en.wikipedia.org/wiki/Nicanor_Abelardo|Unknown
John Abell|1653|1724|https://en.wikipedia.org/wiki/John_Abell|Baroque
Walter Abendroth|1896|1973|https://en.wikipedia.org/wiki/Walter_Abendroth|Unknown
Johann Joseph Abert|1832|1915|https://en.wikipedia.org/wiki/Johann_Joseph_Abert|Unknown
4th Earl of Abingdon|1740|1799|https://en.wikipedia.org/wiki/Willoughby_Bertie,_4th_Earl_of_Abingdon|Unknown
Lora Aborn|1907|2005|https://en.wikipedia.org/wiki/Lora_Aborn|Unknown
Girolamo Abos|1715|1760|https://en.wikipedia.org/wiki/Girolamo_Abos|Classical-era
Paul Abraham|1892|1960|https://en.wikipedia.org/wiki/Paul_Abraham|Unknown
Maurice Abrahams|1883|1931|https://en.wikipedia.org/wiki/Maurice_Abrahams|Unknown
Harriett Abrams|1758|1821|https://en.wikipedia.org/wiki/Harriett_Abrams|Classical-era
Alexander Abramsky|1898|1985|https://en.wikipedia.org/wiki/Alexander_Abramsky|Unknown
Kornél Ábrányi|1822|1903|https://en.wikipedia.org/wiki/Korn%C3%A9l_%C3%81br%C3%A1nyi|Unknown
Zequinha de Abreu|1880|1935|https://en.wikipedia.org/wiki/Zequinha_de_Abreu|Unknown
Jean Absil|1893|1974|https://en.wikipedia.org/wiki/Jean_Absil|Unknown
Franz Abt|1819|1885|https://en.wikipedia.org/wiki/Franz_Abt|Unknown
Henry Abyngdon|1418|1497|https://en.wikipedia.org/wiki/Henry_Abyngdon|Renaissance
Filippo Acciaiuoli|1637|1700|https://en.wikipedia.org/wiki/Filippo_Acciaiuoli|Unknown
Jean|1833|1900|https://en.wikipedia.org/wiki/Jean-Baptiste_Accolay|Unknown
Joseph Achron|1886|1943|https://en.wikipedia.org/wiki/Joseph_Achron|Unknown
Dieter Acker|1940|2006|https://en.wikipedia.org/wiki/Dieter_Acker|Unknown
Marcial del Adalid|1826|1881|https://en.wikipedia.org/wiki/Marcial_del_Adalid_y_Gurr%C3%A9a|Unknown
Adolphe Adam|1803|1856|https://en.wikipedia.org/wiki/Adolphe_Adam|Romantic-era
Adam de la Halle|1237|1288|https://en.wikipedia.org/wiki/Adam_de_la_Halle|url-Medieval
Adam von Fulda|1445|1505|https://en.wikipedia.org/wiki/Adam_of_Fulda|Renaissance
Alton Augustus Adams|1889|1987|https://en.wikipedia.org/wiki/Alton_Adams|Unknown
Stephen Adams|1841|1913|https://en.wikipedia.org/wiki/Stephen_Adams_(composer)|Unknown
Thomas Adams|1785|1858|https://en.wikipedia.org/wiki/Thomas_Adams_(musician)|Unknown
Ella Adayevskaya|1846|1926|https://en.wikipedia.org/wiki/Ella_Adayevskaya|Unknown
Richard Addinsell|1904|1977|https://en.wikipedia.org/wiki/Richard_Addinsell|Unknown
John Addison|1765|1844|https://en.wikipedia.org/wiki/John_Addison_(1765%E2%80%931844)|Unknown
John Addison|1920|1998|https://en.wikipedia.org/wiki/John_Addison|Unknown
Vasif Adigezalov|1935|2006|https://en.wikipedia.org/wiki/Vasif_Adigozalov|Unknown
Hugo Adler|1894|1955|https://en.wikipedia.org/wiki/Hugo_Chaim_Adler|Unknown
Lawrence Cecil Adler|1914|2001|https://en.wikipedia.org/wiki/Larry_Adler|Unknown
Anton Cajetan Adlgasser|1729|1777|https://en.wikipedia.org/wiki/Anton_Cajetan_Adlgasser|Classical-era
Olle Adolphson|1934|2004|https://en.wikipedia.org/wiki/Olle_Adolphson|Unknown
Theodor W|1903|1969|https://en.wikipedia.org/wiki/Theodor_W._Adorno|Unknown
Emmanuel Adriaenssen|1554|1604|https://en.wikipedia.org/wiki/Emmanuel_Adriaenssen|Renaissance-Baroque
John Adson|1587|1640|https://en.wikipedia.org/wiki/John_Adson|Renaissance-Baroque
Josina van Aerssen|1733|1797|https://en.wikipedia.org/wiki/Josina_van_Aerssen|Classical-era
Nikolay Afanas|1820|1898|https://en.wikipedia.org/wiki/Nikolay_Afanas%27yev|Unknown
Zeca Afonso|1929|1987|https://en.wikipedia.org/wiki/Zeca_Afonso|Unknown
Agostino Agazzari|1578|1640|https://en.wikipedia.org/wiki/Agostino_Agazzari|Renaissance-Baroque
Milton Ager|1893|1979|https://en.wikipedia.org/wiki/Milton_Ager|Unknown
François d|1684|1758|https://en.wikipedia.org/wiki/Fran%C3%A7ois_d%27Agincourt|Unknown
Maria Teresa Agnesi|1720|1795|https://en.wikipedia.org/wiki/Maria_Teresa_Agnesi|Unknown
Lodovico Agostini|1534|1590|https://en.wikipedia.org/wiki/Lodovico_Agostini|Renaissance
Paolo Agostino|1583|1629|https://en.wikipedia.org/wiki/Paolo_Agostino|Renaissance-Baroque
Johan Agrell|1701|1765|https://en.wikipedia.org/wiki/Johan_Agrell|Baroque-Classical
Alexander Agricola|1446|1506|https://en.wikipedia.org/wiki/Alexander_Agricola|Renaissance
Johann Friedrich Agricola|1720|1774|https://en.wikipedia.org/wiki/Johann_Friedrich_Agricola|Classical-era
Martin Agricola|1486|1556|https://en.wikipedia.org/wiki/Martin_Agricola|Renaissance
Dionisio Aguado|1784|1849|https://en.wikipedia.org/wiki/Dionisio_Aguado|Unknown
Sebastian Aguilera de Heredia|1561|1627|https://en.wikipedia.org/wiki/Sebastian_Aguilera_de_Heredia|Baroque
Eden Ahbez|1908|1995|https://en.wikipedia.org/wiki/Eden_Ahbez|Unknown
Johann Georg Ahle|1651|1706|https://en.wikipedia.org/wiki/Johann_Georg_Ahle|Baroque
Johann Rudolph Ahle|1625|1673|https://en.wikipedia.org/wiki/Johann_Rudolph_Ahle|Baroque
Countess Maria Theresia Ahlefeldt|1755|1810|https://en.wikipedia.org/wiki/Maria_Theresia_Ahlefeldt|Unknown
Jacob Niclas Ahlström|1805|1857|https://en.wikipedia.org/wiki/Jacob_Niclas_Ahlstr%C3%B6m|Unknown
Ahn Eak|1906|1965|https://en.wikipedia.org/wiki/Ahn_Eak-tai|Unknown
Oscar Ahnfelt|1813|1882|https://en.wikipedia.org/wiki/Oscar_Ahnfelt|Unknown
Gregor Aichinger|1565|1628|https://en.wikipedia.org/wiki/Gregor_Aichinger|Renaissance-Baroque
Karl Stefan Aichelburg|1782|1817|https://en.wikipedia.org/wiki/Karl_Stefan_Aichelburg|Classical-era
John Akar|1927|1975|https://en.wikipedia.org/wiki/John_Akar|Unknown
Doris Akers|1923|1995|https://en.wikipedia.org/wiki/Doris_Akers|Unknown
Necil Kazım Akses|1908|1999|https://en.wikipedia.org/wiki/Necil_Kaz%C4%B1m_Akses|Unknown
Yasushi Akutagawa|1925|1989|https://en.wikipedia.org/wiki/Yasushi_Akutagawa|Unknown
Jehan Alain|1911|1940|https://en.wikipedia.org/wiki/Jehan_Alain|Unknown
Pierre Alamire|1470|1536|https://en.wikipedia.org/wiki/Pierre_Alamire|Renaissance
Jean|1815|1888|https://en.wikipedia.org/wiki/Jean-Delphin_Alard|Unknown
Isaac Albéniz|1860|1909|https://en.wikipedia.org/wiki/Isaac_Alb%C3%A9niz|Romantic-era
Mateo Pérez de Albéniz|1755|1831|https://en.wikipedia.org/wiki/Mateo_Alb%C3%A9niz|Unknown
Pedro Albéniz y Basanta|1795|1855|https://en.wikipedia.org/wiki/Pedro_Alb%C3%A9niz|Unknown
Pedro Alberch Vila|1517|1582|https://en.wikipedia.org/wiki/Pere_Alberch_Vila|Unknown
Petur Alberg|1885|1940|https://en.wikipedia.org/wiki/Petur_Alberg|Unknown
Pirro Albergati|1663|1735|https://en.wikipedia.org/wiki/Pirro_Albergati|Baroque
Sebastián de Albero|1722|1756|https://en.wikipedia.org/w/index.php?title=Sebasti%C3%A1n_de_Albero&action=edit&redlink=1|Unknown
Eugen d|1864|1932|https://en.wikipedia.org/wiki/Eugen_d%27Albert|Unknown
Heinrich Albert|1604|1651|https://en.wikipedia.org/wiki/Heinrich_Albert_(composer)|Unknown
Stephen Albert|1941|1992|https://en.wikipedia.org/wiki/Stephen_Albert|Unknown
Domenico Alberti|1710|1740|https://en.wikipedia.org/wiki/Domenico_Alberti|Baroque
Gasparo Alberti|1489|1560|https://en.wikipedia.org/wiki/Gasparo_Alberti|Renaissance
Giuseppe Matteo Alberti|1685|1751|https://en.wikipedia.org/wiki/Giuseppe_Matteo_Alberti|Baroque-Classical
Innocentio Alberti|1535|1615|https://en.wikipedia.org/wiki/Innocentio_Alberti|Unknown
Johann Friedrich Alberti|1642|1710|https://en.wikipedia.org/wiki/Johann_Friedrich_Alberti|Baroque
Ignazio Albertini|1644|1685|https://en.wikipedia.org/wiki/Ignazio_Albertini|Baroque
Joachim Albertini|1748|1812|https://en.wikipedia.org/wiki/Joachim_Albertini|Classical-era
Henrico Albicastro|1660|1730|https://en.wikipedia.org/wiki/Giovanni_Henrico_Albicastro|Unknown
Tomaso Albinoni|1671|1751|https://en.wikipedia.org/wiki/Tomaso_Albinoni|Baroque-Classical
Charles Albrecht|1817|1895|https://en.wikipedia.org/wiki/Charles_Albrecht|Unknown
Johann Georg Albrechtsberger|1736|1809|https://en.wikipedia.org/wiki/Johann_Georg_Albrechtsberger|Classical-era
William Albright|1944|1998|https://en.wikipedia.org/wiki/William_Albright_(musician)|Unknown
Macedonio Alcalá|1831|1869|https://en.wikipedia.org/wiki/Macedonio_Alcal%C3%A1|Unknown
Luna Alcalay|1928|2012|https://en.wikipedia.org/wiki/Luna_Alcalay|Unknown
José Bernardo Alcedo|1788|1878|https://en.wikipedia.org/wiki/Jos%C3%A9_Bernardo_Alcedo|Unknown
Amancio Jacinto Alcorta|1805|1862|https://en.wikipedia.org/wiki/Amancio_Jacinto_Alcorta|Unknown
Casimiro Alcorta|1840|1913|https://en.wikipedia.org/wiki/Casimiro_Alcorta|Unknown
Henry Aldrich|1647|1710|https://en.wikipedia.org/wiki/Henry_Aldrich|Unknown
Amanda Ira Aldridge|1866|1956|https://en.wikipedia.org/wiki/Amanda_Christina_Elizabeth_Aldridge|Unknown
Giuseppe Aldrovandini|1671|1707|https://en.wikipedia.org/wiki/Giuseppe_Aldrovandini|Baroque
Vittoria Aleotti|1575|1620|https://en.wikipedia.org/wiki/Vittoria_Aleotti|Renaissance-Baroque
Leni Alexander|1924|2005|https://en.wikipedia.org/wiki/Leni_Alexander|Unknown
Franco Alfano|1875|1954|https://en.wikipedia.org/wiki/Franco_Alfano|Romantic-era
Alfonso X of Castile|1221|1284|https://en.wikipedia.org/wiki/Alfonso_X_of_Castile|url-Medieval
Kenneth J|1881|1945|https://en.wikipedia.org/wiki/Kenneth_J._Alford|Unknown
Hugo Alfvén|1872|1960|https://en.wikipedia.org/wiki/Hugo_Alfv%C3%A9n|Romantic-era
Charlotte Alington Barnard|1830|1869|https://en.wikipedia.org/wiki/Charlotte_Alington_Barnard|Unknown
Francesc Alió|1862|1908|https://en.wikipedia.org/wiki/Francesc_Ali%C3%B3|Unknown
Charles|1813|1888|https://en.wikipedia.org/wiki/Charles-Valentin_Alkan|Unknown
Siegfried Alkan|1858|1941|https://en.wikipedia.org/wiki/Siegfried_Alkan|Unknown
Esther Allan|1914|1985|https://en.wikipedia.org/wiki/Esther_Allan|Unknown
Gregorio Allegri|1582|1652|https://en.wikipedia.org/wiki/Gregorio_Allegri|Renaissance-Baroque
Steve Allen|1921|2000|https://en.wikipedia.org/wiki/Steve_Allen|Unknown
Pedro Humberto Allende|1885|1959|https://en.wikipedia.org/wiki/Pedro_Humberto_Allende|Unknown
Richard Allison|1570|1610|https://en.wikipedia.org/wiki/Richard_Allison_(composer)|Unknown
Frances Allitsen|1848|1912|https://en.wikipedia.org/wiki/Frances_Allitsen|Unknown
Francisco António de Almeida|1702|1755|https://en.wikipedia.org/wiki/Francisco_Ant%C3%B3nio_de_Almeida|Baroque-Classical
João Pedro de Almeida Mota|1744|1817|https://en.wikipedia.org/wiki/Jo%C3%A3o_Pedro_de_Almeida_Mota|Classical-era
Laurindo Almeida|1917|1995|https://en.wikipedia.org/wiki/Laurindo_Almeida|Unknown
Carl Jonas Love Almqvist|1793|1866|https://en.wikipedia.org/wiki/Carl_Jonas_Love_Almqvist|Unknown
Eyvind Alnæs|1872|1932|https://en.wikipedia.org/wiki/Eyvind_Aln%C3%A6s|Unknown
Daniel Alomía Robles|1871|1842|https://en.wikipedia.org/wiki/Daniel_Alom%C3%ADa_Robles|Unknown
Francisco Alonso|1887|1948|https://en.wikipedia.org/wiki/Francisco_Alonso|Unknown
Yardena Alotin|1930|1994|https://en.wikipedia.org/wiki/Yardena_Alotin|Unknown
Johann Ernst Altenburg|1734|1801|https://en.wikipedia.org/wiki/Johann_Ernst_Altenburg|Unknown
Michael Altenburg|1584|1640|https://en.wikipedia.org/wiki/Michael_Altenburg|Renaissance-Baroque
Martha Alter|1904|1976|https://en.wikipedia.org/wiki/Martha_Alter|Unknown
Johann Christoph Altnickol|1720|1759|https://en.wikipedia.org/wiki/Johann_Christoph_Altnickol|Classical-era
Fermín María Álvarez|1833|1898|https://en.wikipedia.org/wiki/Ferm%C3%ADn_Mar%C3%ADa_%C3%81lvarez|Unknown
Antonio Álvarez Alonso|1867|1903|https://en.wikipedia.org/wiki/Antonio_%C3%81lvarez_Alonso|Unknown
Elias Parish Alvars|1808|1849|https://en.wikipedia.org/wiki/Elias_Parish_Alvars|Unknown
Berta Alves de Sousa|1906|1997|https://en.wikipedia.org/wiki/Berta_Alves_de_Sousa|Unknown
William Alwyn|1905|1985|https://en.wikipedia.org/wiki/William_Alwyn|Unknown
Alexander Alyabyev|1787|1851|https://en.wikipedia.org/wiki/Alexander_Alyabyev|Classical-Romantic
Filippo Amadei|1665|1725|https://en.wikipedia.org/wiki/Filippo_Amadei|Baroque
Amalia Catharina|1640|1697|https://en.wikipedia.org/wiki/Amalia_Catharina|Baroque
Amalie|1794|1870|https://en.wikipedia.org/wiki/Princess_Amalie_of_Saxony|Unknown
Miguel de Ambiela|1655|1733|https://en.wikipedia.org/wiki/Miguel_de_Ambiela|Unknown
August Wilhelm Ambros|1816|1876|https://en.wikipedia.org/wiki/August_Wilhelm_Ambros|Unknown
Bjarne Amdahl|1903|1968|https://en.wikipedia.org/wiki/Bjarne_Amdahl|Unknown
René Amengual|1911|1954|https://en.wikipedia.org/wiki/Ren%C3%A9_Amengual|Unknown
Emanuel Amiran|1909|1993|https://en.wikipedia.org/wiki/Emanuel_Amiran-Pougatchov|Unknown
Elias Nikolaus Ammerbach|1530|1597|https://en.wikipedia.org/wiki/Elias_Ammerbach|Unknown
John Amner|1579|1641|https://en.wikipedia.org/wiki/John_Amner|Renaissance-Baroque
Cataldo Amodei|1650|1695|https://en.wikipedia.org/wiki/Cataldo_Amodei|Baroque
Juan de Anchieta|1462|1523|https://en.wikipedia.org/wiki/Juan_de_Anchieta|Renaissance
Johann Andreas Amon|1763|1825|https://en.wikipedia.org/wiki/Johann_Andreas_Amon|Classical-era
Fritz Andersen|1829|1910|https://en.wikipedia.org/wiki/Fritz_Andersen|Unknown
Joachim Andersen|1847|1909|https://en.wikipedia.org/wiki/Joachim_Andersen|Unknown
Leroy Anderson|1908|1975|https://en.wikipedia.org/wiki/Leroy_Anderson|Unknown
Tom Anderson|1910|1991|https://en.wikipedia.org/wiki/Tom_Anderson_(fiddler)|Unknown
Johann André|1741|1799|https://en.wikipedia.org/wiki/Johann_Andr%C3%A9|Classical-era
Elfrida Andrée|1841|1929|https://en.wikipedia.org/wiki/Elfrida_Andr%C3%A9e|Unknown
Johann Anton André|1775|1842|https://en.wikipedia.org/wiki/Johann_Anton_Andr%C3%A9|Classical-Romantic
Elfrida Andrée|1841|1929|https://en.wikipedia.org/wiki/Elfrida_Andr%C3%A9e|Unknown
Iosif Andriasov|1933|2000|https://en.wikipedia.org/wiki/Iosif_Andriasov|Unknown
Hendrik Andriessen|1892|1981|https://en.wikipedia.org/wiki/Hendrik_Andriessen|Unknown
Jurriaan Andriessen|1925|1996|https://en.wikipedia.org/wiki/Jurriaan_Andriessen_(composer)|Unknown
Willem Andriessen|1887|1964|https://en.wikipedia.org/wiki/Willem_Andriessen|Unknown
José Escolástico Andrino|1817|1862|https://en.wikipedia.org/wiki/Jos%C3%A9_Escol%C3%A1stico_Andrino|Unknown
Felice Anerio|1560|1614|https://en.wikipedia.org/wiki/Felice_Anerio|Renaissance-Baroque
Giovanni Francesco Anerio|1567|1630|https://en.wikipedia.org/wiki/Giovanni_Francesco_Anerio|Renaissance-Baroque
Pasquale Anfossi|1727|1797|https://en.wikipedia.org/wiki/Pasquale_Anfossi|Classical-era
Gasparo Angiolini|1731|1803|https://en.wikipedia.org/wiki/Gasparo_Angiolini|Unknown
Jean|1629|1691|https://en.wikipedia.org/wiki/Jean-Henri_d%27Anglebert|Unknown
Giovanni Animuccia|1520|1571|https://en.wikipedia.org/wiki/Giovanni_Animuccia|Renaissance
Anna Amalia|1723|1787|https://en.wikipedia.org/wiki/Princess_Anna_Amalia_of_Prussia|Unknown
Anna Amalia|1739|1807|https://en.wikipedia.org/wiki/Duchess_Anna_Amalia_of_Brunswick-Wolfenb%C3%BCttel|Unknown
Lucia Contini Anselmi|1876|1913|https://en.wikipedia.org/wiki/Lucia_Contini_Anselmi|Unknown
Conrad Ansorge|1862|1930|https://en.wikipedia.org/wiki/Conrad_Ansorge|Unknown
Elizabeth Anspach|1750|1828|https://en.wikipedia.org/wiki/Elizabeth_Anspach|Classical-era
John Antes|1740|1811|https://en.wikipedia.org/wiki/John_Antes|Unknown
George Antheil|1900|1959|https://en.wikipedia.org/wiki/George_Antheil|Unknown
Andrea Antico|1480|1538|https://en.wikipedia.org/wiki/Andrea_Antico|Renaissance
John Antill|1904|1986|https://en.wikipedia.org/wiki/John_Antill|Unknown
Antonio da Cividale|1392|1421|https://en.wikipedia.org/wiki/Antonio_da_Cividale|url-Medieval
Antonio José|1902|1936|https://en.wikipedia.org/wiki/Antonio_Jos%C3%A9|Unknown
Giovanni D|1906|1974|https://en.wikipedia.org/wiki/Giovanni_D%27Anzi|Unknown
David August von Apell|1754|1832|https://en.wikipedia.org/w/index.php?title=David_August_von_Apell&action=edit&redlink=1|Unknown
Denis ApIvor|1916|2004|https://en.wikipedia.org/wiki/Denis_ApIvor|Unknown
Giuseppe Apolloni|1822|1889|https://en.wikipedia.org/wiki/Giuseppe_Apolloni|Unknown
Hans Erich Apostel|1901|1972|https://en.wikipedia.org/wiki/Hans_Erich_Apostel|Unknown
Dina Appeldoorn|1884|1938|https://en.wikipedia.org/wiki/Dina_Appeldoorn|Unknown
Benedictus Appenzeller|1488|1558|https://en.wikipedia.org/wiki/Benedictus_Appenzeller|Renaissance
Adelaide Orsola Appignani|1807|1884|https://en.wikipedia.org/wiki/Adelaide_Orsola_Appignani|Unknown
Louis Applebaum|1918|2000|https://en.wikipedia.org/wiki/Louis_Applebaum|Unknown
Thomas Appleby|1563|1564|https://en.wikipedia.org/wiki/Thomas_Appleby_(composer)|Unknown
Francesco Araja|1709|1762|https://en.wikipedia.org/wiki/Francesco_Araja|Baroque-Classical
Jesús Arámbarri|1902|1960|https://en.wikipedia.org/wiki/Jes%C3%BAs_Ar%C3%A1mbarri|Unknown
Pedro Aranaz|1742|1821|https://en.wikipedia.org/wiki/Pedro_Aranaz|Unknown
Juan de Araujo|1646|1712|https://en.wikipedia.org/wiki/Juan_de_Araujo|Baroque
Jean|1825|1889|https://en.wikipedia.org/wiki/Jean-Baptiste_Arban|Unknown
Chaya Arbel|1921|2007|https://en.wikipedia.org/wiki/Chaya_Arbel|Unknown
Jacques Arcadelt|1507|1568|https://en.wikipedia.org/wiki/Jacques_Arcadelt|Renaissance
Julián Arcas|1832|1882|https://en.wikipedia.org/wiki/Juli%C3%A1n_Arcas|Unknown
Frederic Archer|1838|1901|https://en.wikipedia.org/wiki/Frederic_Archer|Unknown
Violet Archer|1913|2000|https://en.wikipedia.org/wiki/Violet_Archer|Unknown
José Ardévol|1911|1981|https://en.wikipedia.org/wiki/Jos%C3%A9_Ard%C3%A9vol|Unknown
Luigi Arditi|1822|1903|https://en.wikipedia.org/wiki/Luigi_Arditi|Romantic-era
Sven Arefeldt|1908|1956|https://en.wikipedia.org/wiki/Sven_Arefeldt|Unknown
Bülent Arel|1919|1990|https://en.wikipedia.org/wiki/B%C3%BClent_Arel|Unknown
Anton Arensky|1861|1906|https://en.wikipedia.org/wiki/Anton_Arensky|Romantic-era
Paolo Aretino|1508|1584|https://en.wikipedia.org/wiki/Paolo_Aretino|Renaissance
Isabel Aretz|1913|2005|https://en.wikipedia.org/wiki/Isabel_Aretz|Unknown
Attilio Ariosti|1666|1729|https://en.wikipedia.org/wiki/Attilio_Ariosti|Baroque
Rodolfo Arizaga|1926|1985|https://en.wikipedia.org/wiki/Rodolfo_Ar%C3%ADzaga|Unknown
Cecilia Arizti|1856|1930|https://en.wikipedia.org/wiki/Cecilia_Arizti|Unknown
Marian Arkwright|1863|1922|https://en.wikipedia.org/wiki/Marian_Arkwright|Unknown
Albert Arlen|1905|1993|https://en.wikipedia.org/wiki/Albert_Arlen|Unknown
Harold Arlen|1905|1986|https://en.wikipedia.org/wiki/Harold_Arlen|Unknown
Jacque Armand|1892|1978|https://en.wikipedia.org/w/index.php?title=Jacque_Armand&action=edit&redlink=1|Unknown
Pietro Armanini|1844|1895|https://en.wikipedia.org/wiki/Pietro_Armanini|Romantic-era
Andreas Armsdorff|1670|1699|https://en.wikipedia.org/wiki/Andreas_Armsdorff|Baroque
Leo Arnaud|1904|1991|https://en.wikipedia.org/wiki/Leo_Arnaud|Unknown
Desi Arnaz|1917|1986|https://en.wikipedia.org/wiki/Desi_Arnaz|Unknown
Michael Arne|1741|1786|https://en.wikipedia.org/wiki/Michael_Arne|Classical-era
Thomas Arne|1710|1778|https://en.wikipedia.org/wiki/Thomas_Arne|Baroque-Classical
Richard Arnell|1917|2009|https://en.wikipedia.org/wiki/Richard_Arnell|Unknown
Blaž Arnič|1901|1970|https://en.wikipedia.org/wiki/Bla%C5%BE_Arni%C4%8D|Unknown
Ralf Arnie|1924|2003|https://en.wikipedia.org/w/index.php?title=Ralf_Arnie&action=edit&redlink=1|Unknown
Ernst Arnold|1890|1962|https://en.wikipedia.org/w/index.php?title=Ernst_Arnold&action=edit&redlink=1|Unknown
Malcolm Arnold|1921|2006|https://en.wikipedia.org/wiki/Malcolm_Arnold|Unknown
Samuel Arnold|1740|1802|https://en.wikipedia.org/wiki/Samuel_Arnold_(composer)|Unknown
Yuri Karlovich Arnold|1811|1898|https://en.wikipedia.org/wiki/Yuri_Karlovich_Arnold|Unknown
Robert Sterling Arnold|1905|2003|https://en.wikipedia.org/wiki/Robert_Sterling_Arnold|Unknown
Juan Crisóstomo Arriaga|1806|1826|https://en.wikipedia.org/wiki/Juan_Cris%C3%B3stomo_Arriaga|Romantic-era
Emilio Arrieta|1823|1894|https://en.wikipedia.org/wiki/Emilio_Arrieta|Unknown
Claude Arrieu|1903|1990|https://en.wikipedia.org/wiki/Claude_Arrieu|Unknown
Nikolai Artsybushev|1858|1937|https://en.wikipedia.org/wiki/Nikolai_Artsybushev|Unknown
Giovanni Artusi|1540|1613|https://en.wikipedia.org/wiki/Giovanni_Artusi|Unknown
Alexander Arutiunian|1920|2012|https://en.wikipedia.org/wiki/Alexander_Arutiunian|Unknown
Elena Asachi|1789|1877|https://en.wikipedia.org/wiki/Elena_Asachi|Classical-Romantic
Boris Asafyev|1884|1949|https://en.wikipedia.org/wiki/Boris_Asafyev|Unknown
Joseph Ascher|1829|1869|https://en.wikipedia.org/wiki/Joseph_Ascher|Unknown
Leo Ascher|1880|1942|https://en.wikipedia.org/wiki/Leo_Ascher|Unknown
Vicente Asencio|1908|1979|https://en.wikipedia.org/wiki/Vicente_Asencio|Unknown
Thomas Ashwell|1478|1513|https://en.wikipedia.org/wiki/Thomas_Ashwell|Unknown
Gianmatteo Asola|1532|1609|https://en.wikipedia.org/wiki/Gianmatteo_Asola|Renaissance-Baroque
Sören Aspelin|1906|1973|https://en.wikipedia.org/w/index.php?title=S%C3%B6ren_Aspelin&action=edit&redlink=1|Unknown
Franz Asplmayr|1728|1786|https://en.wikipedia.org/wiki/Franz_Asplmayr|Classical-era
Caterina Assandra|1590|1618|https://en.wikipedia.org/wiki/Caterina_Assandra|Renaissance-Baroque
Charles d|1605|1677|https://en.wikipedia.org/wiki/Charles_Coypeau_d%27Assoucy|Unknown
Edwin Astley|1922|1998|https://en.wikipedia.org/wiki/Edwin_Astley|Unknown
Fèlix Astol i Artés|1813|1901|https://en.wikipedia.org/wiki/F%C3%A9lix_Astol_Art%C3%A9s|Unknown
Hugh Aston|1485|1558|https://en.wikipedia.org/wiki/Hugh_Aston|Renaissance
Emanuele d|1680|1757|https://en.wikipedia.org/wiki/Emanuele_d%27Astorga|Unknown
Esmeralda Athanasiu|1834|1917|https://en.wikipedia.org/wiki/Esmeralda_Athanasiu-Gardeev|Unknown
Chet Atkins|1924|2001|https://en.wikipedia.org/wiki/Chet_Atkins|Unknown
Ivor Atkins|1869|1953|https://en.wikipedia.org/wiki/Ivor_Atkins|Unknown
Pierre Attaingnant|1551|1552|https://en.wikipedia.org/wiki/Pierre_Attaingnant|Renaissance
Kurt Atterberg|1887|1974|https://en.wikipedia.org/wiki/Kurt_Atterberg|Unknown
Thomas Attwood|1765|1838|https://en.wikipedia.org/wiki/Thomas_Attwood_(composer)|Unknown
Daniel Auber|1782|1871|https://en.wikipedia.org/wiki/Daniel_Auber|Classical-Romantic
Jacques Aubert|1689|1753|https://en.wikipedia.org/wiki/Jacques_Aubert|Baroque-Classical
Louis Aubert|1877|1968|https://en.wikipedia.org/wiki/Louis_Aubert|Unknown
Tony Aubin|1907|1981|https://en.wikipedia.org/wiki/Tony_Aubin|Unknown
Edmond Audran|1842|1901|https://en.wikipedia.org/wiki/Edmond_Audran|Unknown
Leopold Auer|1845|1930|https://en.wikipedia.org/wiki/Leopold_Auer|Unknown
Marianna von Auenbrugger|1759|1782|https://en.wikipedia.org/wiki/Marianna_von_Auenbrugger|Classical-era
Josepha Barbara Auernhammer|1758|1820|https://en.wikipedia.org/wiki/Josepha_Barbara_Auernhammer|Classical-era
May Aufderheide|1888|1972|https://en.wikipedia.org/wiki/May_Aufderheide|Unknown
Benedikt Anton Aufschnaiter|1665|1742|https://en.wikipedia.org/wiki/Benedikt_Anton_Aufschnaiter|Baroque
